UMAP1,UMAP2,UMAP3,cluster
-2.2334285,1.4248463,2.9832692,1
-1.4688714,1.6589264,4.986034,1
1.3243953,-0.6010434,-1.0233083,3
12.409854,1.199038,5.252973,0
-1.4583108,-0.4623393,9.77931,2
11.2959385,-1.5100579,3.8404498,0
-1.3890613,-0.33105808,9.68567,2
-1.4609376,0.08233635,8.383829,2
11.073722,0.03920556,7.2507267,0
5.5923586,1.1735871,11.313751,4
-3.0678194,1.3347939,2.277097,1
11.041279,-0.3434941,7.4489975,0
-2.9893823,0.2457,4.6767707,1
11.504836,0.118528634,6.967223,0
1.3924036,-0.6321077,-1.3270742,3
-2.480403,0.92994285,3.6249752,1
-2.605276,-0.4139965,7.7145214,2
10.635307,-1.6693965,4.3729124,0
12.301616,0.9028362,5.733618,0
11.282622,-1.5464542,3.812021,0
-1.4445524,1.0928131,4.0704446,1
10.579136,-1.3485856,4.5324025,0
3.0450833,0.21982466,-1.7232016,3
11.902642,-0.261695,6.111314,0
0.9315403,-0.7708866,-0.88452846,3
13.324016,1.0425762,5.157504,0
12.987822,0.41285062,4.6260066,0
0.4863527,2.306293,7.886327,1
4.7282596,1.2339948,12.760126,4
0.6204707,-1.5123334,-1.1700286,3
2.8726594,0.06494032,-1.8758332,3
3.623415,0.41782972,-1.4047439,3
-1.2979392,0.12909466,9.554945,2
-0.8154101,1.0393271,8.166222,2
-0.9653122,-1.6327168,9.808241,2
-2.0127144,1.8884548,3.4797797,1
-0.9279837,-0.18434991,9.562777,2
13.439395,0.44668248,5.0328326,0
-2.2915711,1.3517157,3.0617054,1
10.624552,-0.3755114,7.5996614,0
11.078706,0.78445464,7.273922,0
-2.8186276,1.1011102,4.111201,1
-2.421314,1.351939,3.170511,1
-0.4459253,1.0726111,8.184238,2
2.6672623,12.023247,5.853471,1
3.3884282,1.5282943,12.863964,4
1.0847409,-1.3816539,-1.3881311,3
4.442686,1.202272,13.2465105,4
-2.8923721,0.56888115,3.602754,1
4.3178935,1.3111641,13.078962,4
2.5024464,0.32565522,-2.7907827,3
-2.9544532,0.81430036,3.7365775,1
-1.668087,-0.38227236,8.289837,2
0.92024,-1.3104011,-1.1514863,3
-2.0557117,-0.85927707,8.595305,2
-2.346884,1.3477515,5.344352,1
-0.39817467,1.6088285,8.087171,1
11.264391,-1.1733712,2.7658558,0
0.5933547,-1.5312842,-1.1356043,3
10.979815,-0.30303743,7.2347646,0
5.5587673,1.345122,11.329626,4
5.0796933,1.6484118,12.464136,4
-2.0294049,2.058648,3.2245717,1
9.018293,-2.570781,9.20956,0
-3.7371967,1.0286283,2.4348323,1
-1.7741,1.8152931,4.962739,1
-1.8733066,1.6423419,5.1592665,1
12.58289,0.9562281,5.1181474,0
-2.4627943,0.7203398,5.300036,1
-0.015626637,-0.6759798,9.0657,2
-0.90524083,0.6534682,9.50369,2
-2.0455515,1.7705967,3.9755118,1
-2.3003325,1.0877153,5.248429,1
-1.758813,-0.42416018,8.288916,2
-0.026392497,2.0029895,8.415737,1
11.464089,0.12488662,4.97664,0
11.608719,1.530732,5.331796,0
-0.15039894,-0.7087411,9.155585,2
-1.353829,-0.42469287,8.494016,2
-0.2409828,-0.89224595,8.912082,2
-0.9840509,0.23110375,9.527205,2
-1.7238272,1.4652059,3.8759542,1
-2.51932,1.0418257,3.8923302,1
0.075201675,-1.3772106,-0.13166283,3
-0.71835375,1.0160682,9.134722,2
4.0392075,1.7472584,12.694036,4
-0.20806694,1.6916609,8.064461,1
3.078544,-0.05419136,-1.9686943,3
1.1943786,-0.6456033,-1.1843566,3
-2.410382,1.3101147,2.811785,1
11.027955,-0.30641636,7.320591,0
-0.92704433,0.9459908,9.3168335,2
-2.401468,1.4558123,2.9971836,1
0.38197842,2.0695906,8.108007,1
-2.9422095,0.25833082,4.822349,1
1.2039374,-0.8630949,-1.118991,3
11.180651,-1.0952508,3.0678177,0
4.8467894,1.0648973,13.509742,4
12.24614,0.022901773,6.468211,0
-0.20786968,-0.91475767,9.244737,2
2.952942,0.7413785,-1.4794806,3
3.1199727,0.025241697,-1.7873361,3
-0.42958003,1.1709687,8.82228,2
-0.75054514,1.0491629,9.183982,2
11.789739,1.5404122,5.330973,0
13.313279,1.1013316,5.6258807,0
-2.325747,1.5570627,2.8535378,1
0.8784532,-1.2880421,-1.1035718,3
11.039035,-0.2707754,7.2820616,0
0.30004296,1.2257004,8.127106,1
-2.1172566,-0.12995915,7.9151106,2
-1.5101393,2.1054928,4.8016176,1
13.179549,0.8333489,5.065482,0
1.4928371,-1.0661693,-2.1553109,3
2.9945717,1.0919336,-0.53336024,3
2.882579,-0.3315149,-2.5116334,3
9.023608,-2.542383,9.174327,0
-2.3683572,1.4199442,4.396009,1
-2.3335645,1.1587564,4.760448,1
5.064069,1.593319,12.478026,4
3.013185,-0.15688239,-2.1208167,3
10.680977,-1.707091,4.3100576,0
-2.4405127,1.5422916,3.5191965,1
-1.386232,-0.122507475,8.338448,2
-0.20116547,1.2237275,8.513155,2
4.7477093,2.2567427,11.93756,4
11.356951,-0.06679268,7.4691396,0
5.1339335,1.535792,12.671252,4
-2.7746727,0.44724756,5.902318,1
1.8109072,-0.802706,-2.2928123,3
3.0202656,-1.143058,-2.8316412,3
0.9019857,-1.3288376,-1.166109,3
-2.0862536,1.4038278,3.245567,1
12.763461,0.4607321,4.9663525,0
-0.092758805,-0.38882715,9.204846,2
1.9867984,2.439797,6.82761,1
-1.7830864,-0.5514089,8.339241,2
3.4121442,-0.16902275,-1.8186934,3
11.059265,-0.17748798,7.2772584,0
-0.8734957,-0.97233117,9.361315,2
4.4414587,-0.75825036,-2.6465075,3
-1.8395615,1.4597889,6.6298985,1
10.925213,-0.18399566,7.20305,0
1.1559192,-0.89915186,-1.0747621,3
-2.6076286,-0.40984726,7.7295604,2
5.1132717,1.496128,12.851198,4
2.4027295,0.20413147,-1.3484489,3
-1.7654383,-0.10306663,8.315114,2
2.9723332,-0.23449695,-2.187366,3
-1.8060105,2.168776,3.5258865,1
4.20528,0.51610965,14.523308,4
-2.6249464,1.651891,2.5312216,1
3.9085746,1.7787975,12.596051,4
-0.8904581,0.85298043,9.389509,2
4.9232635,1.9171352,12.256535,4
-1.9094808,2.067844,3.4047623,1
-2.6222186,0.82559615,3.5853739,1
-2.1208239,-0.898422,8.657561,2
2.3754005,0.6981507,-2.6942518,3
-0.7617082,1.0390981,9.188492,2
-1.4289314,-0.042546224,8.357544,2
-0.83809376,-0.8840129,9.573641,2
1.3667158,-0.6024406,-1.1324118,3
11.221869,-0.89612967,3.9669554,0
13.162243,0.4281818,5.130623,0
3.5730503,-0.6337196,-2.1107914,3
5.168338,1.4292635,12.953755,4
3.7314427,2.0136905,12.180024,4
9.44394,-1.8710694,8.944855,0
0.071583,-1.4202098,-0.07619836,3
5.083345,1.6862167,12.459446,4
3.0065618,-0.624391,-2.5404391,3
-0.022050926,-0.9585407,9.220606,2
-0.53948677,0.930063,9.080201,2
0.08799743,-1.5553893,-0.4590196,3
13.5106125,0.46749166,5.0295115,0
-0.9185521,0.94017076,9.305658,2
-2.405605,1.2946532,3.1586385,1
3.2343085,1.6244711,12.871675,4
0.2053351,-1.4124899,-0.52721125,3
3.0791292,-0.009617735,-1.9532737,3
4.805647,1.3032501,12.845024,4
-0.5436279,1.108752,8.972953,2
10.449204,0.15845177,7.721646,0
2.518126,0.31541485,-2.8026354,3
2.9231548,-0.9156002,-2.7116647,3
5.598644,2.0094514,13.63551,4
-2.41894,1.3898644,4.491675,1
-0.06496349,-1.636213,-0.033705886,3
11.775169,1.6141866,5.33541,0
3.202693,-0.77259445,-2.3926237,3
-2.3261495,1.9702218,2.8764012,1
4.8113194,1.1353183,13.333848,4
-0.25344527,1.1306137,8.905496,2
0.04905325,-0.9389764,0.053849816,3
3.2110646,-0.8498677,-2.485623,3
-0.97522867,-1.1632714,9.690043,2
-1.8502302,-0.5313661,8.359361,2
12.445258,1.0909294,5.240991,0
-2.2813203,0.71797866,5.337968,1
0.21414195,2.2917957,8.258786,1
-1.5503083,-1.240981,10.00725,2
1.008106,-1.2400682,-1.227177,3
3.041047,0.0035791434,-2.0242531,3
-1.5525577,-1.0831437,9.819965,2
2.9854763,-1.0908182,-2.7741756,3
-1.3420519,-1.0576385,8.923527,2
-1.6642363,-1.2773961,10.105068,2
12.548757,0.5075216,5.042285,0
2.9938061,-0.1951049,-2.1821883,3
11.950718,0.39988354,6.723948,0
3.6833763,1.7864767,12.514155,4
3.959561,3.1029534,10.63946,4
10.981906,-1.0387655,2.5736115,0
13.226185,1.0421009,5.5638533,0
-2.3711312,1.4694028,2.76957,1
-2.3460639,1.4615406,4.4451313,1
11.966994,1.6664317,5.398264,0
2.7167013,-0.8912433,6.3579106,1
11.995763,0.019823644,6.3949122,0
3.8835716,2.3791919,12.028845,4
-2.290536,1.5242411,2.9062042,1
-1.1059245,-1.4287194,9.706529,2
0.86829644,-1.355735,-1.1885258,3
5.864122,1.1143332,10.840954,4
-1.6453025,-1.1037967,8.883409,2
10.595803,-1.5982466,4.458623,0
11.21601,-0.5870862,4.2972484,0
-1.9055692,1.7906889,3.67853,1
10.83048,0.14671487,7.0387163,0
-2.549504,1.3099838,2.6194623,1
-2.0434272,-0.7790378,8.5331335,2
4.144657,-0.33680558,-2.1419117,3
-2.0057316,2.058687,3.2678216,1
5.110773,1.2946436,13.22892,4
9.464888,-1.7642137,8.798111,0
5.07301,1.5499117,12.853401,4
-2.5388796,1.5371963,2.649137,1
4.7700934,1.9081051,12.154274,4
-0.041798834,-0.50714916,8.956602,2
-1.4707935,-1.8433423,10.264788,2
9.014604,-2.553573,9.166295,0
2.890964,-0.30220097,-2.4667757,3
13.583892,0.47269455,5.0418863,0
-0.845769,0.8681579,9.408539,2
10.9890785,0.16011319,7.283957,0
5.088999,1.5653764,12.516057,4
-2.4515743,1.5522965,3.0182452,1
-0.29918092,1.782669,8.012947,1
-0.6639752,-1.0807458,9.074541,2
3.5333014,-0.6143791,-2.074943,3
11.343584,-1.1207683,2.9916267,0
-1.4587246,-0.10168955,8.383329,2
12.375012,0.92932147,5.699809,0
4.7970924,1.4215469,12.780192,4
0.85531175,-1.2076547,-1.0896677,3
-1.1157526,0.120629616,9.608604,2
-0.45939732,1.1675229,8.884582,2
-0.04071141,-0.3468927,8.994513,2
3.2195573,-0.90474045,-2.4669526,3
9.653873,-1.6191193,8.848438,0
-1.9499857,1.961191,3.4119923,1
-1.6455024,-1.2152642,9.962007,2
-2.423086,1.6854485,2.6636217,1
4.9272037,1.3927809,12.876084,4
3.7534406,-0.22129762,-2.0063066,3
13.329187,0.97516614,5.1134696,0
-2.422735,1.5209186,3.478456,1
1.1295439,-0.017994206,-0.5886663,3
10.624529,-1.7021118,4.322759,0
3.980361,1.7068125,12.745684,4
9.058389,-2.5230517,9.185466,0
13.340766,0.4040536,5.019949,0
-0.09975391,-0.7887445,9.154737,2
-1.7251896,0.01679413,10.23383,2
-0.8317878,0.81907856,9.415055,2
4.011269,1.8127092,12.619222,4
3.3013072,0.3269077,-1.4557889,3
10.9837675,-0.26297218,7.225434,0
3.0045233,-0.60622907,-2.5957143,3
2.494971,0.15839429,-1.5849065,3
-1.9035567,2.0600672,3.4232912,1
-2.4725103,0.83131635,6.1496515,1
-2.6216776,1.3719476,3.411767,1
-1.1078993,0.9411065,8.219601,2
-1.8117276,1.7489657,5.7155523,1
-1.3931572,-0.44321898,9.62085,2
0.94663864,-1.2906832,-1.2410922,3
10.90387,1.1795117,6.695379,0
-2.4419427,0.5898513,6.2739606,1
3.5612724,0.44600156,-1.387178,3
2.9386013,-1.0623096,-2.7334096,3
12.197069,0.84656537,5.817356,0
-0.07046992,-0.3182425,9.270585,2
4.178683,2.3315887,11.878202,4
11.408465,1.5135708,5.492346,0
-1.6273425,-1.2269093,10.174539,2
12.768128,0.44936153,4.996379,0
4.91442,1.2846998,13.001131,4
2.6085289,-0.8648387,6.420739,1
-0.3655287,1.5914128,8.693602,2
-2.2925756,1.1853899,3.5130517,1
-1.2988364,0.13906696,9.621731,2
3.989866,2.0450928,12.418248,4
11.016771,-0.07027129,7.1991773,0
-1.531723,2.2750516,3.9637241,1
-1.650026,-1.218905,10.105106,2
-0.060128357,1.9141539,7.9559207,1
-1.8691684,-1.5156859,10.394493,2
0.13349299,-0.77541894,-0.014941872,3
10.952036,-1.5439364,3.908681,0
-2.0777087,1.4545014,3.399152,1
13.43182,0.83314997,5.0751376,0
-1.2691226,0.033544205,9.562905,2
0.29873517,-1.343784,-0.079946406,3
-1.3545984,-1.9360526,10.034525,2
-0.9747308,-0.0866503,9.6838875,2
-0.8422961,1.0662075,8.20837,2
-0.095185466,0.118868485,8.986345,2
-0.19268681,0.8839917,8.805436,2
11.229922,0.7210146,7.33871,0
-1.0872447,0.72972786,9.641582,2
-1.3863281,0.38487917,9.791476,2
-1.8131522,-0.531843,8.347463,2
-0.72396916,0.53241235,9.518104,2
11.2268095,-0.34545866,7.898073,0
1.26153,-1.2214844,-1.6546941,3
3.7282166,-0.15407728,-1.9282631,3
-2.1578293,1.0740894,4.79299,1
13.228052,0.48023456,5.018271,0
-1.1004705,0.1927241,9.605299,2
4.6970296,2.3513896,11.914532,4
-2.122785,1.6210598,4.633634,1
-0.9841141,0.8322966,9.508246,2
-0.64429504,0.34271315,9.427695,2
-1.492847,0.119145505,10.031943,2
-1.6041439,-1.8343973,10.027683,2
-0.9985354,0.97029436,9.437428,2
0.06295653,-1.5551815,-0.4389758,3
-0.9374887,-1.4673762,9.621754,2
-0.99407786,0.96237725,9.520327,2
4.467512,1.4678649,12.678806,4
-2.0775275,1.6652561,3.808612,1
-0.9979515,-1.4730262,9.677664,2
-2.0643332,1.4866037,4.864357,1
0.27306166,-0.8090359,0.03598805,3
-0.61540174,-0.2631708,9.388363,2
-2.087074,1.3359197,6.719395,1
-2.2048602,1.3392366,3.0715537,1
2.4411128,0.79662174,-2.3490443,3
4.425823,2.021659,12.126283,4
0.9505025,2.1412272,7.670055,1
2.3515458,0.29179072,-3.1401308,3
0.38960254,2.1915061,8.11364,1
0.37624303,2.0488703,8.112319,1
-0.8577278,1.0737579,9.317424,2
-1.4710779,2.3278124,4.014796,1
13.489018,0.80623764,5.076435,0
0.04228579,-1.6282451,-0.49378827,3
-0.022499492,-0.8979052,9.206717,2
-2.2279983,1.3307542,2.932418,1
-1.228779,0.107683055,9.809469,2
12.427144,0.9401409,5.673625,0
13.339579,0.84488195,5.0733137,0
3.677444,2.2219605,11.880407,4
12.765614,1.5079825,5.8093,0
-1.9887776,1.1882789,6.009536,1
-1.0533895,-0.33482075,9.800745,2
11.434593,0.16682345,7.1593533,0
2.1420581,-0.5417748,-2.3951652,3
-2.2509065,0.8976096,4.6200604,1
1.0164349,-1.2177908,-1.2350075,3
4.405563,-0.8290368,-2.7196922,3
13.029323,0.33027,4.9209013,0
-2.0143645,2.086527,3.2757854,1
12.132965,0.094762534,6.443077,0
0.94067365,-1.255233,-1.0904061,3
2.9883173,-1.094568,-2.7371352,3
0.89291245,2.0184743,7.7006493,1
11.234958,-0.8560548,3.9017677,0
-1.5710435,-1.140121,8.93277,2
3.9040074,-0.07920529,-1.8990331,3
1.5869629,-0.24294703,-1.3153005,3
-1.9743674,1.7865156,3.333951,1
0.758194,-1.2950324,-1.0713351,3
12.602775,-0.04735594,6.572401,0
1.3835485,-0.39121947,-1.3335136,3
0.056218944,-1.0993863,0.14459796,3
-1.0428119,-0.8577394,0.55070907,3
11.4352,0.08355578,7.2441945,0
-0.97461474,-0.48524684,9.86048,2
11.058829,-1.0919251,2.6166184,0
9.05573,-2.5138514,9.169458,0
0.031308386,-1.8276974,-0.16449335,3
-1.6098727,2.1621666,4.6831355,1
0.041923825,-1.5097826,-0.3888342,3
14.32579,0.8085081,5.0935707,0
3.419787,-0.6677305,-2.52946,3
-2.8443642,1.4015633,3.9183843,1
3.0215127,-0.09833049,-2.154206,3
2.961736,-1.0589409,-2.73837,3
3.3141758,-0.83232164,-2.2666397,3
0.18107969,2.07006,8.255297,1
0.014889021,-1.3116783,0.050814554,3
-0.7662127,-1.2001947,9.661279,2
3.10412,0.7393788,-1.2189877,3
-0.9374567,0.9672552,9.266844,2
-2.7427871,0.51020586,4.4399767,1
-3.0455241,0.3738985,4.6586475,1
12.432667,-0.038899843,6.5231357,0
5.874486,1.1215621,10.850797,4
4.2262607,-0.94750905,-2.7872066,3
-0.5561907,1.1754878,8.149204,2
10.949998,-1.0011511,2.590051,0
11.730058,1.6295507,5.352809,0
-2.3793066,1.6852235,3.4090471,1
9.114256,-2.4470959,9.125508,0
-0.13852866,0.38099724,8.844505,2
0.012343448,0.26590738,8.666174,2
-2.3053975,1.3415077,5.3722267,1
0.82364106,-1.3527447,-1.1474901,3
-1.38659,2.3141057,4.3331013,1
3.692348,-0.13170186,-1.9860917,3
2.1207662,0.086006545,-3.763273,3
2.7491765,12.100216,5.7699237,1
4.1801915,2.5615537,11.456448,4
1.4332484,0.3371458,-0.41498962,3
-1.0402315,-1.4848747,9.699196,2
12.649876,0.5817691,4.4809356,0
-1.3713084,-0.3737839,10.132783,2
4.125605,1.5422683,12.915028,4
13.890387,0.5632632,5.067578,0
11.035035,-1.068478,2.6666055,0
-0.87332845,1.0400155,9.2593975,2
11.266927,1.4932009,5.629227,0
-1.0893772,0.3314787,9.772612,2
12.29418,1.4407536,5.1639004,0
-2.4114242,1.7663629,3.4734852,1
-2.3660471,0.9167429,7.0975537,1
-1.0558763,-0.49138367,9.893006,2
3.3990843,-0.9269059,-2.800953,3
13.213104,0.51730883,5.093099,0
-0.9847425,0.52008855,9.659847,2
3.1579568,-0.4424937,-2.0674963,3
-1.0029901,0.47264156,9.676298,2
-1.2220538,0.8531122,9.815808,2
11.676436,1.5538381,5.2838764,0
3.9724932,3.035281,10.703604,4
0.8529784,-1.3106405,-1.4272875,3
-0.9294368,0.534953,9.590948,2
10.896872,0.5039104,7.3292036,0
-0.6494638,0.98976326,9.187353,2
-0.06492621,0.19013423,8.819231,2
2.781527,1.1712875,0.095902875,3
-0.0143743595,-1.6002375,0.0043973555,3
2.9562988,-0.40145063,-2.470872,3
-0.98875153,0.9613399,9.500174,2
4.426084,1.1807106,13.395672,4
-0.9600925,-0.9475066,0.47997475,3
10.860154,0.9240243,7.188659,0
0.120372,-0.63914067,0.071283735,3
1.0675861,-0.9555943,-1.1478958,3
-0.302354,1.3744882,8.908285,2
11.141664,-0.030551763,7.3067794,0
-0.11589152,-1.9785882,-0.3021269,3
11.910576,-0.035592843,6.5072217,0
11.346907,-1.085899,3.0290468,0
4.33824,2.6816049,11.541978,4
-1.583758,1.951473,4.928428,1
3.1540294,-0.9777564,-2.5557158,3
-0.9848073,1.0822958,9.505852,2
-2.7319753,1.5701877,2.4856603,1
12.382115,1.2645887,5.129912,0
13.66868,0.7452317,5.080009,0
-0.9732649,-1.6324041,9.874144,2
-2.6747413,0.46960813,4.5672016,1
10.697158,-1.7310567,4.3039403,0
4.953929,1.3828964,12.913708,4
-0.0061050025,-1.860467,-0.19011456,3
-2.023367,2.0690074,3.8886533,1
4.0125055,1.6206843,13.6431875,4
3.241151,0.5653277,-1.1578479,3
13.349365,0.81908935,5.0758643,0
-0.32555327,0.8254611,9.2047415,2
-2.2161245,1.3895004,5.5823445,1
-2.5270636,1.6775703,2.5861135,1
12.110834,0.46719316,6.8199224,0
13.562567,0.7701621,5.0647035,0
4.504981,-0.8949836,-2.8099465,3
-1.5862919,0.26949224,10.217694,2
-1.655871,-1.6671715,10.367918,2
9.143565,-2.4145389,9.119642,0
11.995436,1.4280595,4.963726,0
11.970408,1.6504878,5.307297,0
11.192294,-1.1616884,3.0126333,0
13.321346,0.79485375,5.0636144,0
-1.4239889,-1.0290347,10.308546,2
4.383233,-0.952975,-2.8341641,3
-1.4363421,-0.1223784,9.787553,2
11.374883,1.5156996,5.5774403,0
4.894823,1.990003,12.208882,4
13.245734,0.4542889,5.078735,0
-3.2374203,0.22123268,4.6109147,1
-2.0239942,1.7908945,4.6483417,1
13.172637,1.1624643,5.588058,0
-1.3420064,0.82454735,8.207997,2
3.0953364,-0.79914135,-2.5488431,3
-1.7368331,-1.1117094,10.312647,2
-1.5472006,2.0255156,4.9296103,1
2.8100798,-0.27602062,-2.402043,3
0.81307966,-1.376389,-1.2011609,3
4.629279,0.7371774,14.244568,4
-1.6359677,-0.034134936,10.205727,2
-2.2959301,1.1023022,4.7338285,1
-1.8920553,1.6375198,5.697717,1
10.6851635,-1.7175976,4.310839,0
-1.4476013,-1.7319245,10.333801,2
12.581687,0.7390989,4.32568,0
-2.3550742,1.0397195,5.2299147,1
0.08064611,-1.2268693,-0.2592312,3
12.6208935,0.62804574,5.0650663,0
0.018569129,-1.5982294,-0.42548585,3
-2.3282342,1.3206917,5.3766413,1
3.5891685,0.4784281,-1.3657193,3
-2.4058821,1.4792517,4.3445106,1
-2.4851937,1.3431584,3.5279095,1
-2.9667692,0.7471643,3.7995608,1
4.760555,2.0767925,12.178336,4
-2.2861304,1.7318596,3.5927181,1
9.403346,-2.0759192,9.186972,0
0.07127334,-1.7261617,-0.0873824,3
-1.0486147,0.9251962,9.446569,2
-0.69128066,-1.3492767,9.402801,2
1.3519272,-0.31343168,-1.2424883,3
5.1588326,1.5414035,12.805165,4
11.347789,-1.2296023,2.7124896,0
-2.132729,1.3669586,3.4507256,1
4.924412,1.9784116,12.258437,4
-0.014549675,-1.0022796,9.2559185,2
11.590248,1.5648475,5.366326,0
4.6803527,1.0369161,13.420985,4
3.5868864,0.4248555,-1.4185412,3
2.8877509,-0.637643,-2.7530832,3
-1.929687,1.4116653,6.668053,1
-1.625453,-0.039054308,8.359058,2
-2.9113972,0.5647555,5.717392,1
-2.2530887,1.5239555,2.9554617,1
12.138347,0.07457626,6.4503655,0
11.294174,-1.2479568,2.6274023,0
11.832298,-0.22743958,5.947287,0
-2.6095448,-0.4974365,7.924276,2
2.9062307,-0.9183847,-2.824975,3
-1.6509608,-1.3401996,10.046847,2
11.039764,-0.096433766,7.355208,0
-2.4214466,0.9204188,5.212484,1
-2.5162382,1.2490405,2.7060926,1
-2.167903,1.5045295,3.1568594,1
-2.3313997,0.8250035,6.460668,1
-1.6251262,-0.012373692,10.1455555,2
-1.0157238,0.47245765,9.700143,2
10.639277,-1.6966485,4.3319807,0
3.2420828,-0.4492596,-2.0037277,3
0.8894498,-1.3421024,-1.3743794,3
-2.5023108,0.9451715,3.1910114,1
-1.7852161,2.2948403,3.732888,1
4.603681,6.373189,4.8311763,1
0.6172359,-1.471995,-1.1223444,3
2.9118829,-0.31227887,-2.465116,3
9.458068,-1.7592113,8.783877,0
10.872587,0.52250355,7.342427,0
-2.037944,-1.0153004,8.801225,2
-2.6568244,1.226865,3.2610135,1
5.1836905,1.4536138,13.029549,4
12.899008,0.49592838,5.009377,0
5.112468,1.2707717,13.271934,4
-2.3498013,0.6588853,4.9874616,1
-1.6599427,-0.21467887,8.836335,2
10.92943,-0.13865578,7.227443,0
-2.1924183,1.731616,2.9862595,1
2.9116802,-0.26605868,-2.560336,3
10.563631,0.46518216,7.610521,0
-0.43571606,-0.8612202,0.35598776,3
1.1632208,-1.3072814,-1.4648684,3
-2.3641458,0.63023686,6.4737253,1
11.758176,1.5595607,5.297919,0
-0.32952812,-0.9928939,9.059363,2
3.602167,0.44175822,-1.4045175,3
-2.032367,2.0713496,3.238285,1
12.513068,1.2337402,5.087238,0
-0.96709985,0.44646165,9.702172,2
4.7209163,-1.8498304,5.9924226,1
-1.079119,-1.5455947,10.031611,2
-1.4774646,0.26517123,9.85104,2
-1.7669256,-1.0972503,10.259442,2
-1.294425,-0.94346356,10.195136,2
0.09789886,-1.8088471,-0.16425829,3
-1.4540005,-0.30234477,10.153943,2
-2.7510264,0.35733593,4.6288676,1
-2.4946342,0.64537513,4.6386986,1
2.50121,0.69099444,-2.6003778,3
2.3848157,0.15231483,-1.5685369,3
-0.54826176,1.4977355,8.602625,2
-2.8680296,1.6776769,2.4903734,1
5.000408,2.0320048,12.240176,4
-1.7845951,-0.12080459,8.322767,2
4.2839274,2.6026876,11.5853615,4
-0.11473004,0.06525436,9.034142,2
2.9307754,-1.0629356,-2.7752964,3
2.9347868,-0.07510421,-2.3104734,3
-0.14584549,-0.58367366,9.234246,2
11.018238,-1.5238031,3.7903428,0
0.3890138,-1.48502,-0.89834374,3
-1.3324829,0.07620401,9.838696,2
0.76434416,-0.6527296,-0.94175637,3
5.187532,1.5707623,12.805347,4
-2.4164045,1.7805879,3.741966,1
-2.3393562,-1.1170806,8.762718,2
2.9888144,-1.0896727,-2.7840858,3
0.27596897,1.9788146,8.216024,1
2.8922029,0.463056,-1.3632121,3
0.18291369,2.0701468,8.282524,1
11.781684,1.4955715,5.23612,0
0.9436418,2.0842576,7.666651,1
0.8668511,-0.67662406,-0.87778306,3
-1.0944822,0.88566595,9.677958,2
13.688961,0.7145614,5.0708275,0
-1.0602229,-1.4499601,9.804449,2
-3.0897496,0.54663086,5.018467,1
-1.2323602,0.8006203,9.821598,2
-1.8966006,2.0112813,4.366049,1
13.547168,1.2170086,5.742243,0
-1.8143352,-0.74755675,10.356154,2
-0.29982346,1.8660831,8.50239,2
-2.6510656,-0.40601248,7.762002,2
12.048952,0.032095607,6.4172626,0
-1.0714849,0.39180523,9.755782,2
10.616735,0.44598684,7.5658894,0
-1.3032144,0.8907657,9.801857,2
2.8750749,-0.40020126,-2.7407606,3
1.0471824,-0.9963052,-1.108863,3
-0.9361919,0.48275805,9.766926,2
-1.3115015,0.14237227,9.824899,2
11.549351,0.4997555,7.3687983,0
13.319839,0.40054023,5.0154667,0
5.985709,1.8312746,14.407591,4
-0.88976663,1.0283207,9.489298,2
-1.0921841,1.0676849,9.587947,2
1.2101468,0.07641629,-0.56432617,3
-2.1942968,1.6239306,2.9834235,1
-0.14400096,-1.60341,-0.008959136,3
3.5262904,-0.63310206,-2.128583,3
4.5442414,1.1742587,13.347895,4
-1.9573153,2.0309265,3.9237711,1
11.523878,0.07316493,7.458972,0
-1.6939133,-1.4326607,10.336609,2
-2.5772858,-0.39459062,7.7585344,2
-1.8703194,2.0148473,4.406007,1
2.9928172,0.26946282,-1.8703836,3
11.298121,-1.2508028,2.638942,0
-1.4246365,-0.71367556,8.782257,2
13.446646,0.7985774,5.066366,0
13.341623,0.89139915,5.072604,0
4.916684,1.9702069,12.233251,4
2.915409,-0.9413034,-2.82707,3
10.634316,-1.6944398,4.3304863,0
3.1147015,-0.9946193,-2.658377,3
0.8954651,2.208768,7.7162685,1
3.0345433,-1.097523,-2.7222378,3
3.4845138,-0.041781034,-1.8192358,3
-1.940917,2.0087588,4.3975782,1
5.884,1.1067895,10.82672,4
-0.45448303,1.7765721,8.623553,2
-1.6248614,-1.3644154,10.273518,2
-2.4235058,0.9677597,6.6895027,1
13.182673,1.3795,5.817919,0
11.226758,-0.9467185,3.9964554,0
-0.09659441,0.120597124,9.055154,2
1.3816817,-0.2615629,-1.2191812,3
-0.95532113,1.1035742,9.421947,2
-1.6945814,-1.3840557,10.076008,2
-2.1415412,-1.0271139,9.008999,2
5.871206,1.1151333,10.842975,4
1.123779,-0.065967865,-0.6655475,3
-3.302373,0.21394725,4.5972147,1
-1.7516732,2.1305256,4.5701427,1
5.1328654,1.6188922,12.851485,4
4.2486734,2.7018764,11.425438,4
-1.9613538,2.0584524,4.083888,1
4.223224,2.089889,12.089635,4
-1.896717,-1.4525707,10.438834,2
4.2139177,0.5008854,14.518855,4
0.9086195,-0.70505774,-0.8994121,3
12.732802,0.3550402,4.7878165,0
-0.30698073,1.1405128,9.043429,2
10.88089,0.2477909,7.0915694,0
-2.6212254,1.2136825,3.2697163,1
3.936231,-0.29985482,-2.0618417,3
