UMAP1,UMAP2,UMAP3,cluster
3.0345917,-0.38360608,5.035827,1
3.7269936,-0.7455789,5.392728,1
8.696565,-0.36452562,4.82428,0
9.146631,-0.3644778,4.9416494,0
3.3801055,-0.5130296,4.988992,1
3.5458422,-0.7708726,5.31345,1
3.536478,-0.84434897,5.415974,1
3.371537,-0.56832397,5.082011,1
3.3439872,-0.63730127,5.207775,1
3.879314,-1.0878909,5.449211,1
2.9815195,-0.38109362,5.05567,1
3.2829933,-0.6031049,5.1914725,1
8.889384,-0.35754773,4.7871437,0
8.709923,-0.36373827,4.8248663,0
8.999058,-0.35236505,4.8069816,0
3.2039812,-0.52276385,5.119875,1
3.0499666,-0.40950754,4.896209,1
3.6522582,-0.72981906,5.3740907,1
3.2914712,-0.5883974,5.1487255,1
3.182527,-0.48988003,5.065765,1
3.1921105,-0.5771337,5.13426,1
9.2738905,-0.39613718,5.076254,0
3.3832345,-0.68447584,5.279942,1
3.6709712,-0.71921194,5.2567067,1
8.786033,-0.3510593,4.8249726,0
3.312296,-0.6218858,5.184849,1
2.9024994,-0.33409777,4.790305,1
3.0557158,-0.40630487,5.0464635,1
2.787597,-0.30667692,5.1700377,1
9.082512,-0.36487424,4.7024903,0
8.923909,-0.3475543,4.8206296,0
2.9585216,-0.36315677,5.047585,1
3.635237,-1.126668,5.7216935,1
2.8256824,-0.3045352,4.7754683,1
3.2058172,-0.60107166,5.2277446,1
3.8356378,-0.6802116,5.4121537,1
2.841638,-0.4551525,5.230266,1
9.3300495,-0.39399427,5.086263,0
2.8762636,-0.34751394,4.823713,1
9.149883,-0.34111124,4.8762155,0
8.693442,-0.36467052,4.8228235,0
8.883599,-0.3620142,4.7753716,0
3.2719357,-0.6813873,5.318071,1
9.441568,-0.37424105,5.0929875,0
2.9192078,-0.43906218,5.192746,1
8.925724,-0.32283974,4.8424764,0
3.1612306,-0.6040966,5.2711153,1
3.3910937,-0.7534211,5.3667116,1
2.8080838,-0.5781895,5.2243176,1
9.300573,-0.38641658,5.0682664,0
9.344018,-0.38341716,5.0849833,0
3.843387,-1.2230802,5.6444874,1
9.130976,-0.32568887,4.815623,0
3.0636733,-0.5220935,5.191846,1
9.079043,-0.32588705,4.799554,0
3.6805892,-0.99536157,5.512641,1
8.844431,-0.3578972,4.845557,0
9.5112505,-0.39074492,5.1082745,0
9.105432,-0.32793972,4.786226,0
2.9337213,-0.35994998,4.908696,1
2.8690226,-0.31080285,4.7408204,1
2.7746902,-0.3326118,5.202293,1
2.6127512,-0.2393636,5.2206674,1
3.1364362,-0.6078611,5.291832,1
9.427639,-0.40270033,5.0842204,0
3.710344,-0.7580623,5.407939,1
9.058184,-0.33481622,4.782861,0
3.6955023,-0.7809166,5.458455,1
9.257886,-0.36958,4.615391,0
2.7629836,-0.4327081,5.1532416,1
2.7091486,-0.590723,5.255012,1
2.8330197,-0.40098214,5.0430593,1
3.3431313,-0.6712648,5.2774067,1
2.7233176,-0.38817936,4.863244,1
2.7442212,-0.3716321,5.271646,1
2.9483917,-0.38843086,5.133502,1
2.778297,-0.4320835,5.1943073,1
9.668009,-0.3892007,5.071908,0
2.7641058,-0.30668443,5.1764736,1
4.3265915,-1.3962196,5.432531,1
2.7371624,-0.4248791,5.3236275,1
2.9885252,-0.6031606,5.2232347,1
2.9030564,-0.4435526,5.077482,1
9.5627165,-0.3916829,5.1517415,0
4.2646475,-1.3567994,5.455066,1
3.5160081,-0.91175216,5.547306,1
9.35494,-0.39998978,5.1207304,0
3.7547927,-0.7425631,5.3851748,1
2.9691827,-0.62596774,5.2851653,1
3.3593366,-0.91092235,5.6453958,1
2.7243023,-0.5952131,5.290974,1
9.754591,-0.20940338,5.023283,0
9.469148,-0.38585052,5.1159234,0
2.7092576,-0.33688617,5.2140265,1
9.222389,-0.32705176,4.7970457,0
9.263599,-0.41589454,4.5581746,0
9.428809,-0.38245472,5.124677,0
2.549396,-0.52562493,5.2655096,1
2.8964822,-0.6189048,5.47362,1
9.338646,-0.24571025,4.865638,0
2.7446983,-0.46451026,5.330945,1
3.546966,-0.8245845,5.53528,1
2.7450862,-0.5387172,5.1816726,1
9.52035,-0.3734761,5.1840544,0
2.7814171,-0.39670873,4.997653,1
3.1971402,-0.9274631,5.7923226,1
9.803034,-0.28808156,4.998173,0
3.470493,-0.888372,5.544527,1
9.653072,-0.41550678,5.0844793,0
2.7786882,-0.5694896,5.1794095,1
3.231753,-0.8237356,5.575275,1
2.4850411,-0.17906418,5.3562245,1
3.5850182,-1.1127757,5.74674,1
9.7496805,-0.21690646,4.875541,0
9.653513,-0.36395222,5.0482364,0
2.4698036,-0.34584957,4.8242416,1
2.544655,-0.39496195,5.3775535,1
9.460274,-0.40038928,4.479944,0
2.6111033,-0.6192498,5.6621842,1
2.9138463,-0.33564863,5.0825753,1
2.621503,-0.53307784,5.176818,1
3.1447515,-0.82755345,5.6521883,1
2.658946,-0.579713,5.3522997,1
3.5988135,-1.092872,5.725478,1
9.610184,-0.28904483,4.7120833,0
9.740302,-0.3110857,4.997686,0
2.487194,-0.21873796,5.3126597,1
2.7189772,-0.4598001,5.0702114,1
9.8194895,-0.3675159,5.2392364,0
9.7132635,-0.41394636,5.0687222,0
9.211902,-0.32247436,4.8093443,0
3.4541194,-0.92263186,5.5985823,1
3.620539,-1.1029563,5.711683,1
2.4269035,-0.39608422,4.980181,1
9.07436,-0.35938787,4.887688,0
9.74156,-0.44890207,5.1442757,0
2.6721218,-0.30669376,4.672932,1
2.666663,-0.56160784,5.223345,1
9.78425,-0.3656016,5.0251613,0
9.858926,-0.12763023,5.00575,0
9.786639,-0.19855373,4.995317,0
2.690798,-0.31394735,4.690271,1
2.6250257,-0.45304778,5.432861,1
2.5454729,-0.6027469,5.4833727,1
9.879855,-0.5561677,4.9759703,0
2.5883436,-0.59655845,5.643334,1
1.9035996,1.9548233,6.7699065,1
9.206752,-0.32576495,4.775897,0
3.0933566,-0.90653425,5.8250413,1
2.4662259,-0.20699625,5.3305583,1
2.9951723,-0.7323539,5.585166,1
2.491445,-0.28618693,4.6630006,1
9.863502,-0.44335592,5.053332,0
9.193,-0.34586903,4.902316,0
9.6221,-0.36231402,5.177409,0
2.5007262,-0.2048167,5.310578,1
9.900395,-0.3617519,5.2786093,0
9.818073,-0.096044295,4.992589,0
2.5811045,-0.5619696,5.302297,1
9.873477,-0.23041505,4.8300085,0
2.4983,-0.6054959,5.7375107,1
2.6534677,-0.55113244,5.261776,1
9.230075,-0.3030671,4.8165107,0
9.613397,-0.3557918,5.1749945,0
2.9651313,-0.72486264,5.5713267,1
3.0831413,-0.88559663,5.770149,1
2.4842064,-0.47273892,5.5365334,1
2.4396334,-0.18624617,5.347792,1
9.853684,-0.26607803,4.849759,0
2.5534475,-0.31461132,4.655799,1
2.6089578,-0.54048604,5.199361,1
9.742354,-0.317243,5.143984,0
2.5936828,-0.54468715,5.2369757,1
2.6700094,-0.5815652,5.33029,1
2.4239538,-0.22723226,5.4208956,1
9.891354,-0.22037931,4.976735,0
9.86559,-0.508094,5.0197463,0
3.383908,-1.0493106,5.834037,1
2.4097307,-0.31935844,4.5733776,1
9.796734,-0.38726828,5.173635,0
2.2875266,-0.42448142,5.6121716,1
3.3657975,-0.96120536,5.7614284,1
2.6107635,-0.551989,5.2373476,1
9.895108,-0.12511908,4.930366,0
9.84575,-0.42210007,5.026788,0
3.5950155,-1.1024013,5.731018,1
2.8455951,-0.29458255,4.694113,1
2.6290345,-0.5427481,5.1895027,1
2.5746229,-0.6393215,5.697208,1
2.6270607,-0.5129587,5.1702995,1
9.998577,-0.12154342,4.928976,0
9.46707,-0.41616827,4.424645,0
9.864788,-0.24241829,4.961325,0
2.425035,-0.16126058,5.3463607,1
9.358726,-0.3906005,4.54014,0
2.212644,-0.2338928,5.555545,1
9.578674,-0.14330146,4.838432,0
2.6170049,-0.551424,5.1957345,1
9.710461,-0.41086623,4.3468723,0
9.7983,-0.28993937,5.144098,0
2.3820856,-0.5474529,5.7010846,1
2.4815052,-0.61893255,5.7036715,1
2.304292,-0.23990591,4.77972,1
2.2346742,-0.28850457,5.5489693,1
3.222148,-0.8818361,5.690567,1
9.917672,-0.18960673,4.9133263,0
3.506686,-1.0114971,5.6803775,1
3.4550216,-0.98331684,5.687613,1
2.644499,-0.72319716,5.880147,1
9.812815,-0.37551492,5.3347,0
3.3897872,-0.95915693,5.703507,1
3.02125,-0.8952759,5.819673,1
3.3743806,-0.9852435,5.7679796,1
2.677199,-0.30085114,4.6784463,1
9.7493515,-0.3641176,5.3059487,0
2.6166654,-0.5761495,5.1991487,1
2.6325638,-0.51894903,5.120104,1
9.98164,-0.6193364,4.95315,0
2.6040065,-0.5523116,5.233909,1
9.934575,-0.07301207,5.0664377,0
2.3231647,-0.47890413,5.6921854,1
9.999118,-0.5523582,4.9972844,0
9.891665,-0.15796605,4.958966,0
9.777362,-0.36484253,5.062617,0
9.85755,-0.38579148,5.2301764,0
10.072071,-0.4175015,5.1377463,0
9.894931,-0.5632633,5.063064,0
2.4436936,-0.65873814,5.897071,1
3.760651,-1.184023,5.6754107,1
2.3531191,-0.5564778,5.6526775,1
2.489815,-0.63616115,5.749076,1
2.5082097,-0.6772153,5.8172054,1
2.2817836,-0.5733794,5.8749604,1
10.014092,-0.38336778,5.3864837,0
2.4454105,-0.5775479,5.4501486,1
2.3257494,-0.54468673,5.6734037,1
2.4256475,-0.34347814,4.458395,1
10.14464,0.023090621,4.9608393,0
9.735992,-0.45256314,4.2526755,0
2.5402567,-0.49640375,5.1272445,1
3.5913396,-1.1122885,5.7449727,1
2.1000414,-0.22475716,5.600402,1
9.913587,-0.51948345,5.0080976,0
2.1719687,-0.27223876,5.6323338,1
2.1291082,-0.21484539,5.568482,1
10.022985,-0.37717345,5.4056273,0
2.2290645,-0.25172696,4.709871,1
2.36159,-0.17965898,5.4010043,1
2.3943148,-0.48739105,5.1634374,1
3.4709923,-1.0538086,5.7805743,1
2.9616992,-0.8856286,5.744425,1
2.5432782,-0.31075978,4.6103315,1
2.2961779,-0.25250903,4.7148914,1
2.1620936,-0.25466502,5.6282825,1
9.880827,-0.34462616,5.3988066,0
2.9987166,-0.88004804,5.860156,1
2.2967906,-0.43960384,5.1987906,1
2.3395367,-0.5711837,5.684156,1
10.017008,-0.070300184,5.0774083,0
2.4011345,-0.5476233,5.4884815,1
9.961973,-0.33822903,5.44324,0
2.74795,-0.6686305,-0.38062093,3
10.038685,-0.19334528,4.807944,0
10.06229,0.04015571,4.9208217,0
3.3390663,-0.9887878,5.8217597,1
3.5214796,-1.0796981,5.7639565,1
9.84579,-0.34765008,5.3789334,0
2.359244,-0.54330045,5.5576177,1
9.95423,-0.38405776,5.252814,0
3.042875,-0.8784667,5.824748,1
2.1036289,-0.20998485,5.470974,1
2.7580342,-0.6761415,-0.33732745,3
2.5542724,-0.5881038,5.2425413,1
9.967344,-0.55508035,4.9518356,0
9.959371,-0.15459011,4.744016,0
2.1723692,-0.18254873,5.534964,1
2.0385203,-0.20838514,5.613732,1
2.8377001,-0.6872054,-0.3063923,3
9.853822,-0.45389867,4.215779,0
2.2827775,-0.53298,5.7918096,1
2.16441,-0.2549432,4.725473,1
9.953149,-0.35203913,5.4426003,0
2.5449467,-0.6603914,-0.24316604,3
9.170414,-2.1188405,8.711206,0
10.029302,-0.04703907,5.0335174,0
2.0744,-0.19596528,5.56122,1
10.01994,-0.3047346,5.305782,0
2.3006568,-0.25155586,4.699944,1
2.5860686,-0.54390585,5.1912646,1
2.2874587,-0.557205,5.7394814,1
2.3011181,-0.39808285,4.996539,1
2.2757065,-0.5971169,5.9025,1
2.287953,-0.16424568,5.4608974,1
9.957908,-0.3521384,5.295959,0
2.3235264,-0.5487658,5.649006,1
3.3868911,-0.9902614,5.833829,1
9.783199,-0.40975404,4.3455744,0
3.5390437,-1.0794137,5.752838,1
10.269497,-0.34023166,4.9884944,0
2.087032,-0.25221142,5.645183,1
2.0170565,-0.22366163,5.6491785,1
10.016738,-0.31177944,5.519797,0
10.027503,-0.03300295,5.0899005,0
2.0453181,-0.4733167,6.184326,1
2.0539467,-0.47332877,6.152139,1
4.613476,1.2105544,11.642611,4
10.0220585,-0.67142075,4.9173775,0
10.056644,-0.047134385,4.973969,0
10.131033,-0.12232705,4.953596,0
2.5327783,-0.5241728,5.208445,1
10.069147,-0.56260765,4.913646,0
9.931582,-0.009251304,5.079217,0
2.20258,-0.5745562,5.8908353,1
2.0684652,-0.5550332,6.0648313,1
2.1436129,-0.13607813,5.5092163,1
2.0804813,-0.59240395,6.0481515,1
4.713713,-1.8400712,5.9853497,1
9.815691,-0.46830785,4.2022233,0
2.2840307,-0.5358337,5.7125616,1
10.269151,0.05306068,4.949186,0
3.3790748,-0.98880744,5.860767,1
2.1564894,-0.25189638,4.7176056,1
10.007116,-0.49991474,4.091946,0
2.0225925,-0.22956687,5.6760807,1
9.826829,-0.45728582,4.212848,0
2.2510512,-0.57521546,5.787392,1
10.113864,-0.034398623,4.9937825,0
10.309743,0.120780624,4.889615,0
10.137157,-0.38149527,5.4161735,0
2.5742986,-0.538838,5.175718,1
2.8097515,-0.6875537,-0.31810528,3
2.5761468,-0.5396975,5.151008,1
10.06213,0.011390616,5.066074,0
1.9271452,-0.48916748,6.152246,1
2.0707939,-0.5016162,5.9978204,1
10.016353,-0.32782787,5.4233704,0
10.121289,-0.4415371,5.190122,0
1.9941059,-0.26323345,5.7032948,1
2.277057,-0.25014633,4.678615,1
2.7018986,-0.6570838,-0.38870296,3
2.3765495,-0.7101094,6.022108,1
10.214574,0.012397645,4.931544,0
2.3043244,-0.46415287,5.030053,1
4.6001697,1.1896964,11.629797,4
9.810479,-0.47076067,4.2272043,0
10.157527,0.08661641,5.1076903,0
10.071587,-0.041851837,5.0330505,0
2.20047,-0.2487426,4.7011366,1
-1.1086235,0.5900341,4.130838,1
10.217815,0.032643523,4.9920077,0
2.6440194,-0.79609853,5.6496897,1
3.2978053,-0.9837728,5.856731,1
10.352698,0.0493854,4.921251,0
2.753602,-0.8332646,5.6196795,1
2.6951396,-0.6613042,-0.38345557,3
2.54324,-0.29941833,4.631608,1
2.049496,-0.55594116,6.0513644,1
2.2647989,-0.24126258,4.701273,1
10.053305,-0.23901695,5.3018475,0
2.0014544,-0.5631442,6.1615434,1
2.000545,-0.54978085,6.1203594,1
10.275912,-0.13490452,4.9582477,0
2.2598562,-0.80606496,-0.1898607,3
10.352603,-0.21556337,4.700059,0
2.1160002,-0.6347807,5.895249,1
10.196471,-0.41698995,5.2669244,0
2.1267998,-0.58797646,5.9911957,1
3.0254886,-0.9108883,5.831543,1
10.052099,-0.312827,5.565383,0
9.138804,-2.2487423,8.867995,0
2.2656896,-0.44955155,5.0318284,1
10.357479,-0.23885183,4.5952024,0
2.09884,-0.26940596,4.824924,1
10.078835,-0.2855924,5.3804064,0
2.182904,-0.6284267,5.996783,1
1.9581205,-0.2667978,5.7647634,1
10.381295,0.059904363,4.9203243,0
10.232035,-0.8184275,4.386194,0
2.0574756,-0.46808335,6.211795,1
2.044754,-0.20018898,5.625775,1
2.6839828,-0.6613826,-0.38966098,3
10.384089,0.12810493,5.0129957,0
4.6293907,1.2307979,11.685947,4
10.492408,-0.24944568,4.9760556,0
10.25769,-1.0278987,4.457041,0
2.0564215,-0.1449832,5.6134377,1
2.0904672,-0.35943326,5.1045895,1
2.0158312,-0.6166509,6.19192,1
2.0848238,-0.61756164,6.044718,1
9.843659,-0.48555464,4.1651855,0
10.272816,-0.45273685,4.994851,0
10.333903,-0.42710507,4.9672484,0
10.096045,-0.22495781,5.3676324,0
10.223566,-0.60654813,4.705438,0
10.376973,0.108225875,4.977783,0
2.8924685,-0.66316634,-0.690621,3
10.609477,0.25773695,5.103149,0
10.200782,-0.3314116,5.8751082,0
2.684401,-0.6545154,-0.38965538,3
3.4809375,-1.0817298,5.794255,1
10.03664,-0.64937776,4.9165034,0
3.3570294,-1.0703288,5.8602605,1
4.7697186,1.201403,11.47668,4
10.236434,-0.012891284,4.9806676,0
9.249097,-2.0470223,8.816161,0
10.275023,0.06328439,4.996975,0
10.480298,0.13679683,4.978315,0
10.201207,-0.44651031,4.120552,0
1.7702967,-0.26489687,5.9404273,1
3.464255,-1.080186,5.8005686,1
10.461714,0.044629503,4.9428005,0
10.058285,-0.64101744,4.8805223,0
2.9500518,-0.06589601,-0.696853,3
2.0562732,-0.16496153,5.622403,1
1.3959706,-1.1293927,0.0860228,3
10.132496,-0.41672856,5.2318797,0
2.185677,-0.6086012,5.9886346,1
10.038425,-0.6534059,4.780244,0
2.8696198,-0.69948083,-0.39932242,3
2.0258543,-0.12571438,5.654858,1
1.109082,-0.22621226,6.711842,1
1.9803109,-0.19524145,5.6873384,1
2.04118,-0.50603557,6.2757397,1
10.01048,-0.3025956,5.5928793,0
10.1525,-0.07052251,5.2029715,0
2.2106102,-0.61750466,5.9726114,1
3.3797975,-1.0024643,5.7810225,1
10.051319,-0.73527616,4.8732567,0
2.7249968,-0.8247963,5.6810737,1
4.603191,1.2018929,11.67308,4
10.172853,-0.38639182,5.4578104,0
1.6133554,-0.47159564,6.443956,1
2.8880975,-0.705706,-0.42903367,3
10.163009,-0.38474163,5.4411373,0
3.541345,-1.0947555,5.7683806,1
10.1160145,-0.29883215,5.7429986,0
1.9983758,-0.6119194,6.2007093,1
10.05529,-0.57554036,3.9716132,0
10.049881,-0.70292276,4.905492,0
10.541388,0.19709809,5.0648518,0
2.1222544,-0.23334715,4.674368,1
0.6654417,-0.16951804,7.0607395,1
1.9857731,-0.5701276,6.1762843,1
2.987052,0.102528274,-0.716708,3
10.089072,-0.27209136,5.3614907,0
2.079122,-0.593015,6.0805182,1
10.15914,-0.3771546,5.441646,0
2.7647712,-0.82879275,5.9601007,1
10.198685,-0.23796767,5.694224,0
2.8475163,-0.62169474,-0.58907217,3
1.4462426,-0.05051803,5.137529,1
10.134585,-0.28219864,5.6790085,0
1.5549299,-1.0664521,-0.025380498,3
3.173007,-0.98257965,5.932772,1
4.5776725,1.172968,11.667392,4
2.062455,-0.63995874,6.1664805,1
1.4676912,-0.37053826,6.450773,1
2.1020014,-0.22694394,4.680364,1
2.0525992,-0.69821084,6.3476143,1
0.85921097,-0.11696017,6.90134,1
10.559967,0.048029177,4.948359,0
2.5082204,-0.74048585,5.9996824,1
10.145818,-0.0133956615,5.024592,0
1.4106019,-1.1091281,0.00033530593,3
10.253492,0.0068964753,5.0326786,0
10.524855,0.16249807,5.0044446,0
9.18274,-2.1482484,8.816236,0
10.192009,-0.84129804,4.802269,0
10.335027,-0.36148277,5.110041,0
1.4655672,-1.0104827,0.17024246,3
10.584472,-0.24825561,4.964355,0
2.412025,-0.75643736,6.144937,1
1.4704458,-1.0990059,0.0930481,3
2.005479,2.338839,6.79588,1
10.136437,-0.39399058,5.303719,0
1.4686645,-1.0621027,-0.030022996,3
10.281803,-1.0450106,4.418942,0
1.4589261,-1.0969232,0.0519725,3
9.985564,-0.5528611,4.023818,0
10.33869,-0.4135429,4.9494824,0
2.772988,-0.8398731,5.670438,1
10.191463,-0.08284944,4.8392134,0
1.3746805,-1.1402038,0.07189646,3
10.514584,-0.088626385,4.740611,0
2.9183621,-0.71447724,-0.560218,3
