author,author_href,description,number_of_user_opinions,number_of_user_ratings,number_of_discussions,Kategoria,Format,Cykl,Tytuł oryginału,Wydawnictwo,Data wydania,Data 1. wyd. pol.,Data 1. wydania,Liczba stron,Czas czytania,Język,ISBN,Tłumacz,Ekranizacje,number_of_people_read,number_of_people_has,number_of_people_favorite,number_of_people_wants_to_read,number_of_people_wants_as_gift,number_of_people_currently_read,tags,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,Inne,author1,author_href1,Seria,author2,author_href2
Henryk Sienkiewicz,https://lubimyczytac.pl/autor/2062/henryk-sienkiewicz," Powieść historyczna wydana po raz pierwszy w roku 1896. Motywem przewodnim są narodziny chrześcijaństwa i zmierzch imperium rzymskiego za czasów Nerona. Na tle wydarzeń historycznych związanych z prześladowaniem chrześcijan rozgrywa się wątek miłosny Ligii i Winicjusza – chrześcijanki z barbarzyńskiego plemienia Ligów z patrycjuszem rzymskim. Sukces, jaki odniosła powieść, był niespotykany i utorował Sienkiewiczowi drogę do Literackiej Nagrody Nobla, którą otrzymał w 1905 roku za całokształt twórczości. Do dziś dzieło przełożono na prawie 60 języków, a liczbę sprzedanych egzemplarzy liczy się w milionach. ",924,18371,0,klasyka,papier,,Quo vadis,Hachette Polska,2024-09-18,1954-01-01,1999-01-01,480,8  godz. 0 min.,polski,9788328254893,,Quo vadis (2001),28171,6156,1054,3137,,253,,1814,2495,3180,5420,2518,1602,504,519,133,186,,,,Biblioteka Polska Hachette,,
Harlan Coben,https://lubimyczytac.pl/autor/18011/harlan-coben," Strata żony zniszczyła życie doktora Davida Becka. Od ośmiu lat każdego dnia na nowo przeżywa horror, który zdarzył się pewnej sierpniowej nocy. Skrzące się jezioro. Blady księżyc. Przeszywający ciszę krzyk. Noc, w którą zniknęła jego żona. Ostatnia noc, kiedy widział ją żywą. Może się jednak okazać, że to wszystko było jednym wielkim kłamstwem, okrytym mroczną tajemnicą, która sięga daleko w przeszłość. ",1372,18719,0,"kryminał, sensacja, thriller",papier,,Tell no one,Albatros,2015-01-01,2002-01-01,2001-11-01,400,6  godz. 40 min.,polski,,Zbigniew A. Królicki,,25699,4219,909,7645,,260,Nie mów nikomu&Harlan&Coben&Powieść,1511,2589,5128,5957,2356,850,169,121,17,21,,,,W labiryncie kłamstw,,
Trudi Canavan,https://lubimyczytac.pl/autor/3275/trudi-canavan," Gildia Magów to pierwszy tom znakomitej trylogii fantasy, skrzącej się od magii, akcji i przygód. Co roku magowie z Imardinu gromadzą się, by oczyścić ulice z włóczęgów, uliczników i żebraków. Mistrzowie magicznych dyscyplin są przekonani, że nikt nie zdoła im się przeciwstawić, ich tarcza ochronna nie jest jednak tak nieprzenikniona jak im się wydaje. Kiedy bowiem tłum bezdomnych opuszcza miasto, młoda dziewczyna, wściekła na okrutne traktowanie jej rodziny i przyjaciół, ciska w tarczę kamieniem - wkładając w to całą swoją złość. Ku zaskoczeniu wszystkich, kamień przenika przez barierę i dosięga jednego z magów. Coś takiego jest nie do pomyślenia. Oto spełnił się najgorszy sen Gildii: w mieście przebywa nieszkolona magiczka. Trzeba ją znaleźć - i to szybko, zanim jej moc wyrwie się spod kontroli, niszcząc zarówno ją, jak i miasto.Data premiery: 10.10.2017 Przekład: Agnieszka Fulińska ISBN: 978-83-65534-61-3Oprawa miękka ze skrzydełkami Ilość stron: 520 ",1352,18566,0,"fantasy, science fiction",papier,Trylogia Czarnego Maga (tom 1),The Magicians' Guilg. The Black Magician Trilogy. Book One,Galeria Książki,2017-10-10,2007-10-10,2004-01-27,520,8  godz. 40 min.,polski,9788365534613,Agnieszka Fulińska,,25688,6775,1587,7243,181,342,,1686,2295,3896,5499,2840,1396,417,371,77,89,,,,,,
Ken Kesey,https://lubimyczytac.pl/autor/30247/ken-kesey,    10  2 952  ocen  9  5 216  ocen  8  5 135  ocen  7  3 571  ocen  6  967  ocen  5  371  ocen  4  90  ocen  3  67  ocen  2  17  ocen  1  18  ocen ,1169,18404,0,literatura piękna,papier,,One Flew Over the Cuckoo's Nest,Albatros,2025-01-22,1990-01-01,1971-01-01,,,polski,9788383615318,,Lot nad kukułczym gniazdem (1975),24133,3804,1825,16265,317,497,bunt&choroba psychiczna&klasyka literatury&literatura amerykańska&przemoc&samotność&strach&szpital psychiatryczny&terapia&zniewolenie,2952,5216,5135,3571,967,371,90,67,17,18,,,,Klasyki Albatrosa,,
F. Scott Fitzgerald,https://lubimyczytac.pl/autor/22892/f-scott-fitzgerald," Powieść uznana za jedną z najważniejszych w XX wieku. Autor, Francis Scott Fitzgerald, czołowy twórca tzw. straconego pokolenia pisarzy amerykańskich, ukazał desperację i zagubienie młodych Amerykanów w okresie prosperity po I wojnie światowej. Właśnie barwny obraz obyczajów, romanse, miłości i tragedie oraz szybkie fortuny z prohibicją w tle stanowią o nieprzemijającym uroku książki. ",1318,18237,0,literatura piękna,papier,,,Bellona,2024-11-27,1953-01-01,1974-01-01,176,2  godz. 56 min.,polski,9788311174382,,Wielki Gatsby (2013),24482,5615,1092,12028,234,384,Wielki Gatsby&Francis Scott Fitzgerald&stracone pokolenie&literatura amerykańska&XX wiek&prohibicja&romanse&tragedie&szybkie fortuny&powieść klasyczna,1047,1823,3641,5840,3746,1453,374,248,40,25,#0 Top 100 2 nagrody,,,,,
Gustaw Herling-Grudziński,https://lubimyczytac.pl/autor/22914/gustaw-herling-grudzinski," Nowe wydanie z okazji Roku Gustawa Herlinga-Grudzińskiego.Jedno z najważniejszych świadectw więźnia łagru i zarazem jeden z najistotniejszych utworów w historii polskiej – i światowej – literatury XX wieku.Wstrząsająca wiwisekcja mechanizmów sowieckiego totalitaryzmu i obraz ludzkiej natury wystawionej na najcięższą z prób. Słowem: książka, którą – jak stwierdził Albert Camus – „powinno się wydawać i czytać we wszystkich krajach świata”.„Są to opowieści o niewyobrażalnym zdziczeniu i upodleniu ludzi, ale też – o heroicznym poszukiwaniu nadziei i wolności, miłości i przyjaźni, a więc uczuć, które obóz miał całkowicie zniszczyć”. Włodzimierz Bolecki ",726,18153,0,"biografia, autobiografia, pamiętnik",papier,,,Wydawnictwo Literackie,2019-03-20,1986-01-01,,360,6  godz. 0 min.,polski,9788308068564,,,27610,1789,644,4070,,249,łagry&gułag&wspomnienia&obozy pracy&pamiętniki polskie&stalinizm&ZSRR&literatura polska&literatura łagrowa,1225,3214,4539,5712,1996,985,218,196,33,35,,,,,,
Sofokles,https://lubimyczytac.pl/autor/13487/sofokles," Antygona to dzieło o charakterze uniwersalnym niesie przekaz aktualny zawsze i wszędzie. Heroiczna bohaterka Sofoklesa przekonuje o istnieniu odwiecznych, niepisanych, tkwiących w nas praw moralnych, boskich z pochodzenia i niewzruszalnych, którym sprzeniewierzyć się nie wolno, nawet gdy ceną za dochowanie im wierności staje się własne życie. Eksponując znaczenie niezniszczalnych więzów między krewnymi, poeta podkreśla, że z natury człowieka wynika obowiązek objęcia osób bliskich miłością i niesolidaryzowania się z nimi w nienawiści. ",545,17936,0,"utwór dramatyczny (dramat, komedia, tragedia)",papier,,Antigon,Greg,2013-01-01,1904-01-01,,77,1  godz. 17 min.,polski,8373272100,Kazimierz Morawski,,32266,2562,145,773,,,,320,644,1025,3645,4530,4190,1500,1491,218,373,,,,Lektura z opracowaniem,,
Joseph Conrad,https://lubimyczytac.pl/autor/20609/joseph-conrad," Arcydzieło literatury światowej. „Jądro ciemności” to opowieść o podróży do kresu cywilizowanego świata i granicach własnej wyobraźni. Marlow, główny bohater powieści, tak jak sam Conrad przed laty, podróżuje rzeką niewielkim parostatkiem przez ogromną i pełną niebezpieczeństw afrykańską dżunglę, by dotrzeć do legendarnego agenta kolonii, Kurtza. Im bliżej celu, tym świat staje się mroczniejszy, wydarzenia coraz mnie zrozumiałe, a zło bliższe i niepokojąco wytłumaczalne. Podróż do serca dżungli, pełna okrutnych epizodów nieodwracalnie zmienia bohatera, stając się w istocie wyprawą do najmroczniejszych zakątków własnej duszy. A spotkanie z umierającym Kurtzem kończy się obłędem, zbliżając bohatera do tytułowego jądra ciemności. ",929,18046,0,literatura piękna,papier,,The Heart of Darkness,Wydawnictwo MG,2015-08-01,1991-01-01,1994-01-01,160,2  godz. 40 min.,polski,9788377793077,Aniela Zagórska,Jądro ciemności (1993),28054,2576,373,5044,,199,Aniela Zagórska&Conrad&jądro ciemności&Afryka&Kongo,625,1217,1956,3821,4020,2922,1328,1306,351,500,#0 Top 100 1 nagroda,,,,,
Colleen Hoover,https://lubimyczytac.pl/autor/69326/colleen-hoover," Czasem odkrycie prawdy może odebrać nadzieję szybciej niż wiara w kłamstwa.To właśnie uświadamia sobie siedemnastoletnia Sky, kiedy spotyka Deana Holdera. Chłopak dorównuje jej złą reputacją i wzbudza w niej emocje, jakich wcześniej nie znała. W jego obecności Sky odczuwa strach i fascynację, ożywają wspomnienia, o których wolałaby zapomnieć. Dziewczyna próbuje trzymać się na dystans – wie, że Holder oznacza jedno: kłopoty. On natomiast chce dowiedzieć się o niej jak najwięcej. Gdy Sky poznaje Deana bliżej, odkrywa, że nie jest on tym, za kogo go uważała, i że zna ją lepiej, niż ona sama siebie. Od tego momentu życie Sky bezpowrotnie się zmienia.""Hopeless [wyd 3]"" - książka Hoover„Jak daleko możesz uciec od siebie, żeby pokonać niewyobrażalny ból? Jak wiele musisz zapomnieć, żeby móc dalej żyć – tylko dlatego, że życie okazało się trudniejsze, niż powinno być? Książka dla odważnych, którzy nie boją się trudnych tematów”.Marzena Rogalska, dziennikarka„Miłość bezwarunkowa, głęboka i odważna jest silniejsza niż zło, które podstępnie odbiera nam dusze... Przeczytaj Hopeless i dowiedz się, czy można odzyskać utraconą nadzieję. Gorąco polecam”.Maria Rotkiel, psycholog ",2421,18401,1,literatura młodzieżowa,papier,Hopeless (tom 1),Hopeless,Moondrive,2022-05-23,2014-06-16,2012-12-18,384,6  godz. 24 min.,polski,9788381351881,Piotr Grzegorzewski,,24720,4339,3078,8898,407,322,,5182,3856,3987,2780,1467,541,257,173,84,74,,,,,,
Camilla Läckberg,https://lubimyczytac.pl/autor/31412/camilla-lackberg," Akcja ""Kaznodziei"", drugiej powieści bestsellerowego cyklu Camilli Läckberg, również rozgrywa się we Fjällbace, niewielkiej, malowniczo położonej miejscowości na zachodnim wybrzeżu Szwecji. Patrik Hedström i jego koledzy z komisariatu w Tanumshede stają przed skomplikowaną zagadką. Próbują odkryć, jaki związek może mieć morderstwo młodej kobiety, której zwłoki odnaleziono w Wąwozie Królewskim, ze sprawą zaginięcia dwóch dziewczyn przed dwudziestu pięciu laty. Prawda okazuje się okrutniejsza, niż ktokolwiek mógłby przypuszczać… ",1232,18488,0,"kryminał, sensacja, thriller",papier,Saga o Fjällbace (tom 2),Predikanten,Czarna Owca,2020-11-12,2010-02-10,2007-01-01,440,7  godz. 20 min.,polski,9788382523195,Inga Sawicka,,25751,4551,578,4200,,238,kryminał&Saga o Fjällbace&oszust&rodzina&sprawa sprzed lat&literatura szwedzka&literatura skandynawska&szwecja&pisarka&policjant&Fjällbacka&morderstwo&śledztwo&zaginięcie&wiara,1203,1603,4631,6944,3014,782,180,96,20,15,,,,Kolekcja Camilli Läckberg,,
Cassandra Clare,https://lubimyczytac.pl/autor/3373/cassandra-clare," Nocni Łowcy muszą podjąć decyzję, czy walczyć u boku mieszkańców Podziemnego Świata, czy uznać ich za wrogów i podjąć walkę przeciwko nim! Tymczasem główni bohaterowie Jace i Clary mają przed sobą ciężką decyzję do podjęcia... Czy mogą pozwolić sobie na zakazaną miłość? ",918,18085,0,"fantasy, science fiction",papier,Dary Anioła (tom 3),City of Glass,Mag,2017-11-08,2010-03-24,2009-01-01,544,9  godz. 4 min.,polski,9788374808941,Anna Reszka,,27343,6085,3643,6767,488,215,Dary Anioła&Shadowhunters&Nocni Łowcy,4266,3243,4275,3616,1636,649,202,144,32,22,,,,,,
Juliusz Słowacki,https://lubimyczytac.pl/autor/16114/juliusz-slowacki," Balladyna to dramat w pięciu aktach, napisany przez Juliusza Słowackiego w epoce romantyzmu. To opowieść o żądzy władzy i rywalizacji. Imię głównej bohaterki – Balladyna – nawiązuje do gatunku literackiego, jakim jest ballada, w której pojawiają się motywy fantastyczne i elementy wierzeń ludowych.Balladyna od lat znajduje się w kanonie lektur szkolnych omawianych na lekcjach języka polskiego.Nowoczesny projekt książki przyciągnie uwagę młodszych czytelników. ",647,17593,0,"utwór dramatyczny (dramat, komedia, tragedia)",papier,,,Wilga,2021-07-28,1947-01-01,,248,4  godz. 8 min.,polski,9788328076273,,,30883,2841,342,841,,,,409,753,1517,4124,4426,3540,1267,1105,208,244,,,,Lektury [Wilga],,
Heather Morris,https://lubimyczytac.pl/autor/165148/heather-morris," Serial na podstawie światowego bestsellera.Lale Sokołow trafił do Auschwitz w 1942 roku jako dwudziestosześciolatek. Jego zadaniem było tatuowanie numerów na przedramionach przybywających do obozu więźniów. Naznaczanie ich. Pewnego dnia w kolejce stanęła młoda przerażona dziewczyna – Gita. Lale zakochał się od pierwszego wejrzenia. I obiecał sobie, że bez względu na wszystko uratuje ją.Wykorzystał swoją pozycję nie tylko, by jej pomóc. W obozie po raz pierwszy rozmawiali, flirtowali, wymienili pocałunki. Ich uczucie przetrwało nazistowskie piekło: po wyzwoleniu odnaleźli się, pobrali i spędzili razem resztę życia.Lale Sokołow zdecydował się opowiedzieć swoją historię dopiero po śmierci Gity. To łamiąca serce, a jednocześnie pełna otuchy opowieść. Opowieść, która daje siłę nawet w najmroczniejszych czasach. ",2365,18299,1,powieść historyczna,papier,Tatuażysta z Auschwitz (tom 1),The Tattooist of Auschwitz,Marginesy,2024-05-15,2018-04-18,2018-01-11,336,5  godz. 36 min.,polski,9788367996976,Kaja Gucio,Tatuażysta z Auschwitz (2024),22685,3631,360,7869,,359,debiut literacki&hitlerowcy&II wojna światowa&obóz koncentracyjny&okrucieństwo&okupacja&przemoc&przyjaźń&spotkanie&terror&uczucie&ekranizacja,1836,2272,4514,4620,2419,1184,520,404,233,297,#0 Top 100 1 nagroda,,,,,
George R.R. Martin,https://lubimyczytac.pl/autor/19287/george-r-r-martin," Wojna pięciu królów zbliża się do końca. Lannisterowie i ich sojusznicy uważają się za zwycięzców, jednakże nie wszystko w kraju idzie dobrze. Niezadowoleni z ich rządów wciąż spiskują i zawierają nowe sojusze. Martellowie z Dorne szukają zemsty za swych zabitych krewniaków, a dziedzic króla Balona z Żelaznych Wysp, Euron Wronie Oko, jest najstraszliwszym piratem, jaki kiedykolwiek pływał po morzach. Brienne Ślicznotka, szuka Sansy Stark, której poprzysięgła bronić przed gniewem królowej Cersei.To czas, w którym szlachetnie urodzeni i prości ludzie, żołnierze i czarodzieje, skrytobójcy i mędrcy muszą połączyć siły, ponieważ na uczcie dla wron jest wielu gości, ale tylko nieliczni ujdą z niej z życiem. ",454,17898,0,"fantasy, science fiction",papier,Pieśń Lodu i Ognia (tom 4.2),"A Feast for Crows, vol. 2",Zysk i S-ka,2015-04-13,2006-01-01,,504,8  godz. 24 min.,polski,9788377856666,Michał Jakuszewski,,24910,5506,1503,6558,384,233,Pieśń Lodu i Ognia&Westeros&życie&śmierć&zbrodnia&władza&walka&czary&magia,2391,3226,5721,4413,1637,376,82,37,8,7,,,,Pieśń lodu i ognia,,
Agatha Christie,https://lubimyczytac.pl/autor/14083/agatha-christie," Ekskluzywna edycja kolekcjonerska wybranych dzieł Agaty Christie z okazji 100-lecia wydania pierwszej książki z Herkulesem Poirot.Herkules Poirot po rozwiązaniu sprawy kryminalnej w Azji wraca do Europy. Pociąg Orient Express, którym podróżuje, grzęźnie w zaspie śnieżnej. W nocy w niewyjaśnionych okolicznościach ginie jeden z pasażerów. Detektyw Poirot rozpoczyna dochodzenie, a jego podróż zamienia się w śledztwo. Fakty wskazują, że zabójca zajmuje przedział w tym samym wagonie… Czy Poirot zdoła rozwiązać zagadkę tajemniczego morderstwa? Sprawa nie należy do łatwych - każdy pasażer jest podejrzany… ",1326,17742,1,"kryminał, sensacja, thriller",papier,Herkules Poirot (tom 9),Murder on the Orient Express,Wydawnictwo Dolnośląskie,2019-11-13,1991-01-01,1977-01-01,272,4  godz. 32 min.,polski,9788327159779,Marta Kisiel-Małecka,,24147,4241,1034,5970,,225,,1697,2979,5188,5166,1914,580,131,68,10,9,,,,Jubileuszowa Kolekcja Agathy Christie,,
Dan Brown,https://lubimyczytac.pl/autor/19390/dan-brown," Światowej sławy specjalista od symboli Robert Langdon budzi się na szpitalnym łóżku w zupełnie obcym miejscu. Nie pamięta, jak i dlaczego znalazł się w szpitalu. Nie potrafi też wyjaśnić, w jaki sposób wszedł w posiadanie tajemniczego przedmiotu, który znajduje we własnej marynarce.Czasu na rozmyślania nie ma niestety zbyt wiele. Ledwie na dobre odzyskuje przytomność, ktoś próbuje go zabić.W towarzystwie młodej lekarki Sienny Brooks Langdon opuszcza w pośpiechu szpital. Ścigany przez nieznanychwrogów przemierza uliczki Florencji, próbując odkryć powody niespodziewanego pościgu. Podąża śladem tajemniczych wskazówek ukrytych w słynnym poemacie Dantego…Czy jego wiedza o tajemnych sekretach, które skrywa historyczna fasada miasta, wystarczy, by umknąć nieznanym oprawcom? Czy zdoła rozszyfrować zagadkę i uratować świat przed śmiertelnym zagrożeniem? ",1650,17778,0,"kryminał, sensacja, thriller",papier,Robert Langdon (tom 4),Inferno,Sonia Draga,2023-09-20,2013-10-09,2013-01-01,616,10  godz. 16 min.,polski,9788366661653,Robert J. Szmidt,Inferno (2016),24191,6191,666,7848,138,639,Robert J. Szmidt&sensacja&kryminał&Robert Langdon&Florencja&Dante,1287,1713,3964,5462,3426,1209,382,228,75,32,,,,,,
Stanisław Wyspiański,https://lubimyczytac.pl/autor/15829/stanislaw-wyspianski," Dramat o tradycji, patriotyzmie oraz narodowej tożsamości, który nawiązuje do ślubu poety Lucjana Rydla z chłopką Jadwigą Mikołajczykówną. Tytułowa uroczystość jest pretekstem do ukazania rozmaitych postaci i charakterów społeczeństwa polskiego. ""Wesele"" to przede wszystkim obraz Polski, podzielonej na trzy grupy społeczne: inteligencję, chłopów i szlachtę. Jest także refleksją nad polskim losem i rolą sztuki w życiu narodu. ",632,17248,0,"utwór dramatyczny (dramat, komedia, tragedia)",papier,,,Świat Książki,2024-06-05,1960-01-01,,336,5  godz. 36 min.,polski,9788368109399,,,29253,3295,357,1135,,137,Wesele&Wyspiański&lektura szkolna&dramat&Polska&miłość&naród&wyzwanie,689,1055,1598,3443,3718,3021,1486,1380,389,469,,,,Kolekcja klasyki polskiej,,
