,author,author_href,description,number_of_user_opinions,number_of_user_ratings,number_of_discussions,Kategoria,Format,Cykl,Tytuł oryginału,Wydawnictwo,Data wydania,Data 1. wyd. pol.,Data 1. wydania,Liczba stron,Czas czytania,Język,ISBN,Tłumacz,Ekranizacje,number_of_people_read,number_of_people_has,number_of_people_favorite,number_of_people_wants_to_read,number_of_people_wants_as_gift,number_of_people_currently_read,tags,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,url,Inne,author1,author_href1,Seria,author2,author_href2,author3,author_href3,author4,author_href4,author5,author_href5,author6,author_href6,author7,author_href7,author8,author_href8,author9,author_href9,author10,author_href10,author11,author_href11,author12,author_href12,author13,author_href13,author14,author_href14,author15,author_href15,author16,author_href16,author17,author_href17,author18,author_href18,bestseller,description_length,is_top_author
282,Robert Galbraith,https://lubimyczytac.pl/autor/89313/robert-galbraith," Ciało supermodelki Luli Landry zostaje znalezione pod balkonem jej londyńskiego apartamentu. Policja stwierdza samobójstwo, lecz brat ofiary nie wierzy w tę wersję i zatrudnia prywatnego detektywa, Cormorana Strike’a.Strike jest weteranem wojennym, podczas służby w Afganistanie ucierpiał i fizycznie i psychicznie. Ma kłopoty finansowe i właśnie rozstał się z kobietą swojego życia. Sprawa Luli to dla detektywa szansa na odbicie się od dna, ale im bardziej wikła się w skomplikowany świat wyższych sfer, tym większe grozi mu niebezpieczeństwo. Wołanie kukułki to wciągająca klimatyczna powieść zanurzona w londyńskiej atmosferze spokojnych uliczek Mayfair, ciasnych barów East Endu i tętniącego życiem Soho. Książka otwiera cykl kryminałów z Cormoranem Strikem. Robert Galbraith to pseudonim J.K. Rowling. ",1337,10735,0,20,2,561,The Cuckoo's calling,Wydawnictwo Dolnośląskie,2019-10-02,2013-01-01,2013-04-18,456.0,7  godz. 36 min.,polski,9788327159250,Anna Gralak,,13841,3193,363.0,6691,88.0,277.0,kryminał angielski&Cormoran Strike&detektyw&kryminał&literatura angielska&śledztwo&zabójstwo&zagadka kryminalna&J. K. Rowling,411,785,2488,3965,2109,666,155,94,38,24,https://lubimyczytac.pl/ksiazka/4898684/wolanie-kukulki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,809,0
283,Andy Weir,https://lubimyczytac.pl/autor/79487/andy-weir," Mark Watney kilka dni temu był jednym z pierwszych ludzi, którzy stanęli na Marsie.Teraz jest pewien, że będzie pierwszym, który tam umrze!Straszliwa burza piaskowa sprawia, że marsjańska ekspedycja, w której skład wchodzi Mark Watney, musi ratować się ucieczką z Czerwonej Planety. Kiedy ciężko ranny Mark odzyskuje przytomność, stwierdza, że został na Marsie sam w zdewastowanym przez wichurę obozie, z minimalnymi zapasami powietrza i żywności, a na dodatek bez łączności z Ziemią. Co gorsza, zarówno pozostali członkowie ekspedycji, jak i sztab w Houston uważają go za martwego, nikt więc nie zorganizuje wyprawy ratunkowej; zresztą, nawet gdyby wyruszyli po niego niemal natychmiast, dotarliby na Marsa długo po tym, jak zabraknie mu powietrza, wody i żywności. Czyżby to był koniec? Nic z tego. Mark rozpoczyna heroiczną walkę o przetrwanie, w której równie ważną rolę, co naukowa wiedza, zdolności techniczne i pomysłowość, odgrywają niezłomna determinacja i umiejętność zachowania dystansu wobec siebie i świata, który nie zawsze gra fair… ",1444,10682,0,7,2,4572,The Martian,Akurat,2017-01-01,2014-01-01,2012-09-23,381.0,6  godz. 21 min.,polski,9788328729452,Marcin Ring,Marsjanin (2015),13130,3218,744.0,5371,117.0,283.0,kosmos&Mars&przetrwanie&literatura amerykańska,1083,2098,3730,2387,969,240,80,62,24,9,https://lubimyczytac.pl/ksiazka/235716/marsjanin,#0 Top 100 1 nagroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1049,0
284,Veronica Roth,https://lubimyczytac.pl/autor/49754/veronica-roth," Trzeci tom trylogii Niezgodna. Wydanie jest wzbogacone o nowelę, która zdradza dalsze losy bohaterów. Teraz w wydaniu specjalnym z barwionymi brzegami!FRAKCJE NAS PODZIELIŁY, ALE MY ZJEDNOCZYMY SIĘ NA NOWO. NA ZAWSZE.Pomimo próby utrzymania w tajemnicy tego, co znajduje się za strzeżonym ogrodzeniem, prawda w końcu wyszła na jaw. Przed wieloma laty mieszkańcy miasta zostali odizolowani od reszty świata, by z dala od przemocy i okrucieństwa na nowo odnaleźć w sobie moralność i pozbyć się wad wynikających z ludzkiej natury. W odpowiednim czasie, gdy odsetek Niezgodnych wśród członków frakcji będzie wystarczająco wysoki, bramy miasta powinny zostać otwarte, by jego mieszkańcy mogli pomóc tym, którzy czekają po drugiej stronie. Jednak nie wszyscy są gotowi, by wypełnić powierzoną im misję. Następuje ponowny podział, którego skutki mogą być nieodwracalne.Tris była świadoma tego, że informacje zawarte w ukrywanym przez liderkę Erudycji nagraniu mogą podać w wątpliwość wszystko, w co dotychczas wierzyła i wiedziała o otaczającym ją świecie. Mimo to, w imię prawdy była gotowa poświęcić wiele. Nie spodziewała się jednak, że usłyszy na nim swoje własne nazwisko. Dziewczyna pragnie dowiedzieć się, kim była Edith Prior i dlaczego porzuciła swoje wcześniejsze życie. A przede wszystkim, czym tak naprawdę jest Niezgodność i czy ktokolwiek jeszcze na nich czeka poza granicami miasta? Tris musi poznać odpowiedzi na te pytania, jednak czy jest na nie gotowa? ",1002,10491,0,7,2,2860,Allegiant,Moondrive,2024-08-05,2014-04-29,2013-10-22,424.0,7  godz. 4 min.,polski,9788381354110,Marta Czub,Wierna (2016),15494,3523,1109.0,4351,199.0,269.0,trylogia&Niezgodna&dystopia&science fiction&literatura młodzieżowa&postapokalipsa&Tris Prior&frakcje&przygodowa&wydanie specjalne,1218,1070,2100,2504,1932,881,393,266,82,45,https://lubimyczytac.pl/ksiazka/5122931/wierna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1466,0
285,Simon Beckett,https://lubimyczytac.pl/autor/14005/simon-beckett," David Hunter, ceniony londyński antropolog sądowy, o śmierci wie wszystko. Po kolejnym śledztwie, którego omal nie przypłacił życiem, wraca do miejsca, gdzie uczył się zawodu: Ośrodka Badań Antropologicznych, nazywanego potocznie Trupią Farmą. Tam, z pomocą Toma Liebermana, mentora i przyjaciela, ma nadzieję odzyskać spokój i pewność siebie. Tam też rozpoczyna śledztwo w sprawie koszmarnego morderstwa. Sprawy nabierają tempa, gdy David ze ścigającego stanie się ściganym… ",758,10572,0,20,2,916,Whispers of the Dead,Czarna Owca,2022-11-17,2009-05-06,2010-01-01,360.0,6  godz. 0 min.,polski,9788382524987,Sławomir Kędzierski,,13987,2399,660.0,4456,91.0,150.0,Sławomir Kędzierski&dr Hunter&antropologia sądowa&śledztwo&morderstwo,1022,1517,3431,3199,1032,273,58,26,9,5,https://lubimyczytac.pl/ksiazka/3932312/szepty-zmarlych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,477,0
287,Kiera Cass,https://lubimyczytac.pl/autor/63767/kiera-cass," America jest jedną z czterech dziewcząt, które utrzymały się w ścisłej czołówce Eliminacji. Ukochana przez zwykłych ludzi, znienawidzona przez obecnego króla, dziewczyna wciąż nie jest pewna swych uczuć. A jednak nadchodzi moment ostatecznego wyboru, tym trudniejszego, że cały los Illei może spoczywać właśnie w rękach Ami. Czy dziewczyna powróci do swej dawnej miłości, czy zdecyduje się zostać królową i podjąć walkę o lepszy świat dla siebie i wszystkich mieszkańców Illei? ",917,10382,0,23,2,3684,The One,Jaguar,2022-08-22,2022-08-22,2014-05-06,336.0,5  godz. 36 min.,polski,9788382661767,Małgorzata Kaczarowska,,15109,2919,1483.0,2985,223.0,84.0,młodzieżowa&komedia&romans&niewierność&rywalizacja&arystokracja,2033,1622,2448,2148,1210,500,213,109,61,38,https://lubimyczytac.pl/ksiazka/228568/jedyna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,479,0
288,Sylvia Plath,https://lubimyczytac.pl/autor/30237/sylvia-plath," Nowe wydanie bestsellerowej powieści Sylvii Plath wzbogacone klimatycznymi ilustracjami utalentowanej francuskiej rysowniczki Bei Rebaï.Klasyczna i wiecznie aktualna. Szokująca, realistyczna i sugestywna powieść o kobiecie wpadającej w otchłań szaleństwa.Esther jest wyjątkowo inteligentna, piękna, utalentowana, jednak powoli jej świat się rozpada.Kiedy ma dziewiętnaście lat, przyjeżdża do Nowego Jorku – miasta szczęścia, igraszek, kariery – na miesięczny staż w redakcji miesięcznika dla dziewcząt. Ma poznać miasto, spędzić miło czas. Nie potrafi się jednak odnaleźć. Nie ma ochoty na nocne zabawy, jest zniechęcona. Odkrywa, że dobre oceny, które zawsze zdobywała w szkole, tutaj nie mają znaczenia. Esther nie umie zdecydować, na czym jej zależy, co ją interesuje i kim być. Nie czuje się taka jak inne dziewczyny – śliczne, uśmiechnięte i zadowolone z życia. Przychodzi załamanie…Szklany klosz to podróż do najmroczniejszych i najbardziej przerażających zakamarków ludzkiej psychiki. Powieść ukazała się w styczniu 1963 roku. Niecały miesiąc później Sylvia Plath popełniła samobójstwo. ",826,10231,0,18,2,4572,The Bell Jar,Marginesy,2022-12-07,1975-01-01,1966-01-01,368.0,6  godz. 8 min.,polski,9788367406734,Mira Michałowska,,13402,2120,962.0,10644,223.0,385.0,choroba psychiczna&obsesja&samotność&szaleństwo&trauma&ucieczka od życia&literatura amerykańska&depresja&kobieta,964,1779,2684,2817,1192,502,141,107,30,15,https://lubimyczytac.pl/ksiazka/5042443/szklany-klosz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1096,0
290,Kerstin Gier,https://lubimyczytac.pl/autor/32933/kerstin-gier," Wielki finał Trylogii Czasu! Gwen i Gideon muszą po raz kolejny połączyć siły, żeby przeciwstawić się złowrogiemu hrabiemu de Saint Germain, który chce wykorzystać ich dar do własnych celów. W niebezpiecznej grze wydarzenia z przeszłości splatają się z teraźniejszością, zasadzki czyhają na każdym kroku (i w każdym czasie),a na jaw wychodzą kolejne tajemnice… Gwen musi zmierzyć się ze wszystkimi przeciwnościami i jeszcze raz zawalczyć o prawdę i miłość, a także ocalić życie swoje i bliskich. ",937,10176,0,23,2,4429,Smaragdgrün,Must Read,2024-08-28,2012-01-01,2010-12-01,456.0,7  godz. 36 min.,polski,9788382657142,,,14106,2249,1979.0,5040,355.0,,,2333,1805,2561,1985,996,313,86,56,23,18,https://lubimyczytac.pl/ksiazka/5127555/zielen-szmaragdu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,497,0
291,Blanka Lipińska,https://lubimyczytac.pl/autor/167231/blanka-lipinska," Obrzydliwie romantyczna, skrajnie prawdziwa i inspirująca...Laura wraz ze swoim chłopakiem Martinem i dwójką przyjaciół wyjeżdżają na wakacje na Sycylię. Drugiego dnia pobytu – w swoje dwudzieste dziewiąte urodziny – dziewczyna zostaje porwana. Porywaczem okazuje się głowa sycylijskiej rodziny mafijnej, szalenie przystojny, młody don Massimo Toricelli. Mężczyzna kilka lat wcześniej przeżył zamach na swoje życie. Postrzelony kilka razy prawie umarł, a kiedy jego serce przestało bić, przed oczami zobaczył dziewczynę, a dokładnie Laurę Biel. Gdy przywrócono go do życia, obiecał sobie, że odnajdzie kobietę, którą zobaczył.Massimo daje dziewczynie 365 dni na to, by go pokochała i z nim została.„Ojciec chrzestny” w połączeniu z „Pięćdziesięcioma twarzami Greya”. ",1778,10321,0,24,2,13,,Edipresse,2018-07-04,2018-07-04,,472.0,7  godz. 52 min.,polski,9788381176477,,,13405,1513,157.0,1596,,186.0,erotyka&literatura polska&mafia&namiętność&pożądanie&relacje damsko-męskie&romans&seks&szantaż,902,434,814,1192,1597,1460,964,860,733,1365,https://lubimyczytac.pl/ksiazka/4850591/365-dni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,768,0
292,Richard Bachman,https://lubimyczytac.pl/autor/41433/richard-bachman," Mroczna alegoryczna wizja przyszłości Stanów Zjednoczonych.Stu chłopców wyrusza w morderczy marsz - meta będzie tam, gdzie padnie przedostatni z nich. Tu nie ma miejsca na sportową rywalizację, ludzkie uczucia ani na fair play, ponieważ gra toczy się o bardzo wysoką stawkę. Najwyższą z możliwych. ",1014,10072,0,20,2,4572,The Long Walk,Prószyński i S-ka,2008-07-08,1992-01-01,1979-01-01,264.0,4  godz. 24 min.,polski,9788376483009,Paweł Korombel,,12556,3035,969.0,3872,81.0,128.0,powieść amerykańska&king,1109,1852,2521,2517,1213,515,159,133,34,19,https://lubimyczytac.pl/ksiazka/27816/wielki-marsz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,299,0
293,Christopher Paolini,https://lubimyczytac.pl/autor/3217/christopher-paolini," Eragon i jego smoczyca Saphira ledwie uszli z życiem z ogromnej bitwy z wojownikami Imperium na Płonących Równinach. Teraz muszą stawić czoło kolejnym niebezpieczeństwom – a także splątanej sieci obietnic i przysiąg, których Eragon może nie zdołać dotrzymać.Pierwsza to obietnica złożona kuzynowi Roranowi, że pomoże ocalić z niewoli u króla Galbatorixa jego ukochaną Katrinę. Jednakże Eragon musi pozostać lojalny także wobec innych. Vardeni rozpaczliwie potrzebują jego siły i zdolności, podobnie elfy i krasnoludy. Gdy buntownicy zaczynają szemrać, a ze wszystkich stron zagrażają im wrogowie, Eragon musi dokonać wyborów, które zawiodą go na krańce Imperium i jeszcze dalej i mogą wymagać niewyobrażalnie wielkich ofiar.Eragon to największa nadzieja wolnych ludów na zakończenie tyranii Galbatorixa. Czy niegdysiejszy chłopak ze wsi zdoła zjednoczyć siły buntowników i pokonać króla? ",359,10006,0,7,2,997,Brisingr,Mag,2019-10-16,2008-11-14,2011-01-01,704.0,11  godz. 44 min.,polski,9788366409026,Paulina Braiter,,14801,4109,943.0,3024,169.0,119.0,,974,1122,1809,3012,1669,873,225,221,48,53,https://lubimyczytac.pl/ksiazka/4896957/brisingr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,889,0
296,Zygmunt Krasiński,https://lubimyczytac.pl/autor/24779/zygmunt-krasinski," Jeden z najwybitniejszych utworów polskiego romantyzmu. Bohater Nie-boskiej komedii, hrabia Henryk, ponosi klęskę w życiu osobistym, gdyż uwiedziony pokusami fałszywej poezji , staje się przyczyną nieszczęść, które spadają na jego żonę i syna. W walce starego i nowego świata hrabia staje na czele obozu arystokracji przeciw zbuntowanym masom. Głęboko przeżywa jednak tragiczny konflikt historii. Jak prawdziwy bohater romantyczny - cierpi, buntuje się, szuka sensu życia. ",331,9839,0,49,2,4572,,Ossolineum,1974-01-01,1948-01-01,,150.0,2  godz. 30 min.,polski,,,,17701,1742,102.0,985,,,romantyzm&polska literatura XIX wieku&Zygmunt Krasiński&dramat,134,255,492,1458,1994,2342,1139,1267,371,387,https://lubimyczytac.pl/ksiazka/221526/nie-boska-komedia,,,,Biblioteka Narodowa: Seria I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,474,0
297,Helen Fielding,https://lubimyczytac.pl/autor/17211/helen-fielding," W drugiej części swoich przygód Bridget Jones, ikona współczesnej wyobraźni, model kobiety naszych czasów z kieliszkiem chardonnay w dłoni, przestaje być „uczuciowym pariasem”, czego się dotąd obawiała, i… trafia do więzienia!Bridget, obecnie prawie już była singielka poszukująca miłości, nadal co prawda zmaga się z problemami w życiu uczuciowym i zawodowym oraz nadwagą i skłonnością do zbyt dużej ilości wypijanych kieliszków wina, ale ma wreszcie nadzieję na trwały związek z Markiem Darcym i teraz odkrywa uroki wspólnego życia z mężczyzną swoich marzeń. Tyle że sprawy nieco się komplikują, kiedy Bridget, zmęczona codziennymi relacjami męsko-damskimi, ulega porywowi chwili i leci z przyjaciółką na „hippisowską” wycieczkę do Tajlandii, żeby – jak mówi – odnaleźć samą siebie i przeżyć duchowe oświecenie. Zamiast tego jednak niesłusznie posądzona o przemyt narkotyków, trafia do tajlandzkiego więzienia…Bridget Jones: W pogoni za rozumem to niezwykle dowcipny, ale i pełen ciepła obraz współczesnego świata, w którym po raz kolejny niezwykła bohaterka próbuje znaleźć odpowiedź na z pozoru proste pytanie: „Jak żyć?”. ",442,9990,0,25,2,435,Bridget Jones. The Edge of Reason,Zysk i S-ka,2014-03-03,2000-01-01,2000-01-01,445.0,7  godz. 25 min.,polski,9788377853078,Aldona Możdżyńska-Biała,Bridget Jones: W pogoni za rozumem (2004),14945,2829,471.0,2164,75.0,75.0,,432,603,1137,2604,2507,1647,426,461,71,102,https://lubimyczytac.pl/ksiazka/214395/bridget-jones-w-pogoni-za-rozumem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1128,0
300,Lewis Carroll,https://lubimyczytac.pl/autor/25011/lewis-carroll," Książka dla wspólnej lektury wszystkich pokoleń – każdy znajdzie tu swoje własne odczytanie i swoje własne oczarowanie. Baśniowa opowieść o przygodach Alicji w Krainie Czarów powstała w gorące lipcowe popołudnie 1862 roku, kiedy to podczas przejażdżki łódką po Tamizie Lewis Carroll, wykładowca matematyki w Oxfordzie i autor poważnych książek matematycznych, opowiedział ją małej Alicji i jej dwóm siostrom. I właśnie ta opowieść, a nie prace naukowe, przyniosła pisarzowi światową sławę. Zachęcony ogromnym powodzeniem książki Carroll kilka lat później napisał drugą część opowieści pt. Alicja po drugiej stronie lustra. ""Alicja w Krainie Czarów"" jest utworem szczególnym. Nie przedstawia świata takim, jakim go widzimy na co dzień, lecz ukazuje go we śnie bohaterki, a snem, jak dobrze wiecie, rządzą odmienne prawa. Toteż w książce znane fragmenty rzeczywistości układają się w całkiem nowe, często nonsensowne całości, a postaci prawdziwe, przemieszane z fantastycznymi, wyglądają i zachowują się inaczej niż w życiu.I jeszcze jedna uwaga: ""Alicja w Krainie Czarów"" należy do tych książek, do których warto wracać. Raz odczytacie ją jako dziwną baśń, pełną niezwykłych, zaskakujących wydarzeń, ale przy kolejnej lekturze ukaże się wam wiele nowych treści. Każdego jednak czytelnika zawsze zdumiewać będzie bogactwo fantazji i pomysłowości autora, każdy też podda się urokowi jego niepowtarzalnego humoru. Humoru cudownie oddanego przez Antoniego Marianowicza, bo to właśnie z jego tłumaczenia zdania z ""Alicji w Krainie Czarów"" na zawsze zamieszkały w naszym języku. Niekiedy powtarzamy je, nie pamiętając, gdzie bije źródło tych purnonsensowych żartów. ",667,9843,0,22,2,119,Alice's Adventures in Wonderland,Wydawnictwo MG,2021-10-27,1865-01-01,1920-01-01,241.0,4  godz. 1 min.,polski,9788377797662,Antoni Marianowicz,Alicja w Krainie Czarów (2010),15366,2669,775.0,4234,124.0,157.0,klasyka literatury&literatura brytyjska&sen&magia&nonsens&humor&dziecko&dziewczynka&królowa&królik&kot&zwierzę&absurd&literatura xix wieku&przygoda,922,1304,1695,2845,1571,878,255,245,60,68,https://lubimyczytac.pl/ksiazka/4988571/alicja-w-krainie-czarow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1660,0
301,J.K. Rowling,https://lubimyczytac.pl/autor/3701/j-k-rowling," Barry nie żyje. Ta niespodziewana śmierć pogrąża Pagford w chaosie. Na jaw wychodzą tajemnice mieszkańców. Urocze miasteczko z brukowanym rynkiem i wiekowym opactwem już nigdy nie będzie takie jak dotąd.Wybucha wojna bogatych z biednymi, nastolatków z rodzicami, wojna żon z mężami i nauczycieli z uczniami. Kto przejmie władzę po Barrym? Jak daleko się posunie w tym zaciekłym konflikcie? Pełna czarnego humoru, błyskotliwa i prowokująca wielka powieść o małym miasteczku. „Trudno sobie wyobrazić autora, który byłby bardziej kochany przez swoich czytelników”.„Publisher Weekly”„To nie magia, ale czarny humor”.Michael Pietach, amerykański wydawca książki„J.K. Rowling ma wszystkie zalety wielkiego pisarza. Tworzy wspaniałe postaci i wciągającą fabułę. Ma poczucie humoru i umiejętność oddawania emocji”. Arthur Levine, redaktor książki„J.K. Rowling mogłaby napisać instrukcję obsługi kosiarki, a i tak sprzedałaby się w 2 milionach egzemplarzy. Ona nigdy nie napisze niczego, czego bym nie chciał przeczytać”.Charles Finch,pisarz ",1269,9958,0,25,2,4572,The Casual Vacancy,Znak,2012-11-15,2012-11-15,2012-09-27,512.0,8  godz. 32 min.,polski,9788324021468,Anna Gralak,,12809,4767,365.0,7026,178.0,616.0,Rowling&nowa powieść&Pagford&Barry Fairbrother,381,610,1727,2742,2224,1155,470,421,136,92,https://lubimyczytac.pl/ksiazka/153832/trafny-wybor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1034,1
303,Arthur Conan Doyle,https://lubimyczytac.pl/autor/17308/arthur-conan-doyle," W „Psie Baskervillów” Sherlock Holmes i doktor Watson szukają sprawców morderstw w rodzie Baskervillów. Metodycznie tropią straszliwą bestię i zimnego mordercę, narażając się na mrożące krew w żyłach niebezpieczeństwa na bagnach Grimpen Mire. ",618,9841,0,20,2,3915,The Hound of The Baskervilles,Algo,2017-07-01,1902-01-01,1981-01-01,235.0,3  godz. 55 min.,polski,9788364888977,Ewa Łozińska-Małkiewicz,,14050,2828,617.0,4096,162.0,281.0,sherlock holmes,671,1141,2589,3425,1424,443,72,53,10,13,https://lubimyczytac.pl/ksiazka/4808401/pies-baskervillow,#0 Top 100 1 nagroda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,244,0
305,Wojciech Cejrowski,https://lubimyczytac.pl/autor/30246/wojciech-cejrowski," Río Anaconda: Gringo i ostatni szaman plemienia Carapana to książka szczególna. Napisana z dużą dozą humoru i sporą dawką wiedzy o realiach Ameryki Południowej. Ale nie to jest jej atutem.Rzecz się dzieje gdzieś na pograniczu Kolumbii i Wenezueli. Nad Río Anaconda, której być może wcale nie ma. Wśród indiańskich plemion, których być może też już nie ma, bo wchłonęła je cywilizacja. Zanim jednak udamy się do indiańskiej wioski, zatrzymamy się wraz z autorem w małych metyskich miasteczkach, gdzie żyje się głównie z ciemnych interesów, gdzie nie należy robić zdjęć i zadawać pytań, i gdzie wszyscy wszystkich znają. Przy okazji dowiemy się, dlaczego wiza kosztuje tam sześć dolarów, a nie dziesięć i dlaczego cukier czasami wygląda jak cement, zwłaszcza kiedy jest przewożony postradzieckim samolotem, który nie istnieje.Dalej jest już dżungla, rzeka i wreszcie ziemie Indian Carapana. Ziemie, do których nie dotarł żaden gringo. Świat zgromadzeń i obrzędów, zatrutych strzał i jadowitych mrówek, kassawy i zupki kina pira. Ale przede wszystkim jest świat szamanów, czarowników, curanderos i tych-którzy-wiedzą, ponieważ czary, duchy i siły nadprzyrodzone są nierozerwalnie związane z indiańską egzystencją. Często granica pomiędzy otaczającym światem a tym nierzeczywistym zwyczajnie się zaciera?I o tym właśnie jest ta książka. Autor opowiada to, co podczas długich rozmów usłyszał od szamana na temat indiańskiej filozofii, magii oraz Mocy. To, co dla tubylców jest zwyczajne i naturalne, przybyszowi z cywilizacji wydaje się nierealne i niewiarygodne, jak choćby to, że kiedy zbierze się kilku szamanów, to dzięki Mocy potrafią zrobić w lesie takie ścieżki, po których da się iść tylko w jedną stronę. Ale nie uprzedzajmy faktów. ",598,9778,0,26,2,4572,,Bernardinum,2017-01-01,2006-01-01,,440.0,7  godz. 20 min.,polski,9788378239574,,,12793,3187,807.0,2196,82.0,156.0,Wojciech Cejrowski&literatura podróżnicza&Ameryka Południowa,940,1975,2905,2764,773,313,50,41,9,8,https://lubimyczytac.pl/ksiazka/4962845/rio-anaconda-gringo-i-ostatni-szaman-plemienia-carapana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1738,0
309,Winston Groom,https://lubimyczytac.pl/autor/22780/winston-groom," Fenomenalna powieść, na podstawie której nakręcono jeden z najsłynniejszych filmów wszech czasów.""Powiem wam jedno: bycie idiotą to nie pudełko czekoladek. Ludzie śmieją się, denerwują, poszturchują. Teraz gadają, że trzeba być miłym dla zapóźnionych, ale powiem wam tyle - nie zawsze jest tak. W każdym razie ja się nie skarżę, bo jak to się mówi, mam kawał ciekawego życia.""Życie jest jak pudełko czekoladek - nigdy nie wiesz, co dostaniesz…Poznajcie Forresta Gumpa, sympatycznego i zaskakująco łebskiego bohatera tej nadzwyczajnej odysei komicznej. Forrest najpierw - dość przypadkowo - zostaje gwiazdą drużyny futbolowej Uniwersytetu Alabama, później jedzie do Wietnamu, gdzie staje się bohaterem wojennym, robi też karierę jako światowej klasy pingpongista i zapaśnik i oraz potentat handlowy... W samym środku swoich przygód porównuje wojenne blizny z Lyndonem Johnsonem, odkrywa prawdę o Richardzie Nixonie i przeżywa wzloty i upadki, pozostając wiernym swej jedynej i prawdziwej miłości – Jenny. Jednocześnie przez całe swoje życie z dziecięcą mądrością i nieustannym zdziwieniem nie przestaje się przyglądać otaczającym go ludziom. W powieści obserwujemy nadzwyczajną podróż Forresta przez trzy dekady kulturowego krajobrazu Ameryki. Forrest Gump ma do opowiedzenia cholernie dobrą historię – by w nią uwierzyć, trzeba ją po prostu przeczytać... ",743,9653,0,25,2,1212,Forrest Gump,Zysk i S-ka,2024-02-06,1995-01-01,1999-01-01,280.0,4  godz. 40 min.,polski,9788383351803,Jerzy Leliwa,Forrest Gump (1994),13164,1752,755.0,5628,153.0,102.0,Jerzy Leliwa&dramat&przygoda,861,1669,2349,2654,1126,590,161,167,39,37,https://lubimyczytac.pl/ksiazka/5102434/forrest-gump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1356,0
311,Kurt Vonnegut,https://lubimyczytac.pl/autor/16435/kurt-vonnegut," Jedna z największych powieści antywojennych w literaturze światowej. W zamyśle autora miała to być jego pierwsza książka. A jednak Vonnegut potrzebował dystansu lat, a także doświadczenia wynikającego z publikacji czterech wcześniejszych powieści, by wreszcie przelać na papier swe doświadczenia z czasów, kiedy jako jeniec wojenny był świadkiem bombardowania Drezna. W rezultacie powstała książka uchodząca za jedną z najwybitniejszych amerykańskich powieści antywojennych. Jest to książka o pisarzu, który nie potrafi wymazać z pamięci wspomnień z czasów wojny, chociaż z racji swego zawodu od lat zajmuje się tworzeniem fikcji; książka silnie autobiograficzna, mieszająca dokument z science fiction, pełna trupów i gwałtu, oskarżeń i egzorcyzmów, panicznego strachu i miłości; wreszcie – mówiąc słowami autora – książka „krótka i popaprana, bo o masakrze nie sposób powiedzieć nic inteligentnego”.„Wspaniałe dzieło… i bardzo śmieszna książka, która nie pozwala nam na uśmiech. Smutna książka bez łez”.– Life ",675,9655,0,25,2,4572,Slaughterhouse-Five,Zysk i S-ka,2018-11-12,1972-01-01,1983-01-01,240.0,4  godz. 0 min.,polski,9788381164924,Lech Jęczmyk,,12805,1799,540.0,8538,140.0,184.0,,919,1769,2574,2575,1107,444,119,93,21,34,https://lubimyczytac.pl/ksiazka/4866215/rzeznia-numer-piec,#0 Top 100 1 nagroda,,,Vonnegut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1012,0
