,author,author_href,description,number_of_user_opinions,number_of_user_ratings,number_of_discussions,Kategoria,Format,Cykl,Tytuł oryginału,Wydawnictwo,Data wydania,Data 1. wyd. pol.,Data 1. wydania,Liczba stron,Czas czytania,Język,ISBN,Tłumacz,Ekranizacje,number_of_people_read,number_of_people_has,number_of_people_favorite,number_of_people_wants_to_read,number_of_people_wants_as_gift,number_of_people_currently_read,tags,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,url,Inne,author1,author_href1,Seria,author2,author_href2,author3,author_href3,author4,author_href4,author5,author_href5,author6,author_href6,author7,author_href7,author8,author_href8,author9,author_href9,author10,author_href10,author11,author_href11,author12,author_href12,author13,author_href13,author14,author_href14,author15,author_href15,author16,author_href16,author17,author_href17,author18,author_href18,bestseller,description_length,is_top_author
0,J.K. Rowling,https://lubimyczytac.pl/autor/3701/j-k-rowling," Pierwszy tom cyklu ""Harry Potter"" w poważnej, ""dorosłej"" okładce. Harry Potter, sierota i podrzutek, od niemowlęcia wychowywany był przez ciotkę i wuja, którzy traktowali go jak piąte koło u wozu. Pochodzenie chłopca owiane jest tajemnicą; jedyną pamiątką Harry`ego z przeszłości jest zagadkowa blizna na czole. Skąd jednak biorą się niesamowite zjawiska, które towarzyszą nieświadomemu niczego Potterowi? Harry nigdy by się nie spodziewał, że można latać na miotle, znać bardzo pożyteczne zaklęcia i nosić pelerynę niewidkę. Nigdy też nie przyszłoby mu do głowy, że to właśnie on stoczy walkę z potężnym i złym Lordem Voldermortem. ",5156,85009,1,23,2,1357,Harry Potter and the Philosopher's Stone,Media Rodzina,2024-01-31,1999-01-01,1997-01-01,320.0,5  godz. 20 min.,polski,9788382656824,Andrzej Polkowski,Harry Potter i Kamień Filozoficzny (2002),124692,30249,11410.0,6210,990.0,849.0,czarodzieje&Harry Potter&fantasy&magia&przygoda,20735,15550,21001,17710,6098,2712,501,490,67,145,https://lubimyczytac.pl/ksiazka/5103137/harry-potter-i-kamien-filozoficzny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,634,1
1,J.K. Rowling,https://lubimyczytac.pl/autor/3701/j-k-rowling," Drugi tom bestsellerowego cyklu w poważnej, ""dorosłej"" okładce.Tym razem Harry będzie musiał się zmierzyć z tajemniczym potworem z komnaty tajemnic na zamku Hogwart. Otworzyć tę komnatę mógł jedynie prawowity dziedzic Slytherina, a wskutek nieszczęśliwego zbiegu okoliczności podejrzenie pada na Harryego. W dodatku jeden z najbliższych przyjaciół bohatera znajduje się w śmiertelnym niebezpieczeństwie. Z tego tomu dowiecie się, jaka była przeszłość Hagrida, jakie sekrety skrywa rodzina Malfoya i kto naprawdę wypuścił potwora. ",2305,70818,0,23,2,1358,Harry Potter and the Chamber of Secrets,Media Rodzina,2024-01-31,1998-07-02,1998-01-01,356.0,5  godz. 56 min.,polski,9788382656831,Andrzej Polkowski,Harry Potter i Komnata Tajemnic (2003),105466,25003,8972.0,4535,883.0,501.0,Harry Potter&fantasy&magia&przygoda,15404,12066,18317,16150,5536,2503,345,404,26,67,https://lubimyczytac.pl/ksiazka/5103141/harry-potter-i-komnata-tajemnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,531,1
2,J.K. Rowling,https://lubimyczytac.pl/autor/3701/j-k-rowling," Trzeci tom bestsellerowego cyklu w poważnej, ""dorosłej"" okładce. Z pilnie strzeżonego więzienia ucieka niebezpieczny przestępca. Kim jest? Co go łączy z Harrym? Dlaczego lekcje przepowiadania przyszłości stają się dla bohatera udręką? W trzecim tomie przygód Harry`ego Pottera poznajemy nowego nauczyciela obrony przed czarną magią, oglądamy Hagrida w nowej roli oraz dowiadujemy się więcej o przeszłości profesora Snape`a. Wyprawiamy się również wraz z trzecioklasistami do obfitującego w atrakcje Hogsmeade, jedynej wioski w Anglii zamieszkanej wyłącznie przez czarodziejów. Kto o Potterze do tej pory nie słyszał, ten nabrał przekonania, że omija go coś, czym interesują się wszyscy. ""Polityka"", 25 listopada 2000 W nierównej walce z mediami elektronicznymi książki muszą przegrać! - przepowiadali znawcy tematu. Fenomen potteryzmu otrzeźwił tych, którzy literaturę dla najmłodszych dawno pogrzebali. ""Tygodnik Powszechny"", 3 grudnia 2000 ",2241,67918,0,23,2,1359,Harry Potter and the prisoner of Azkaban,Media Rodzina,2024-01-31,2001-01-01,1999-01-01,456.0,7  godz. 36 min.,polski,9788382656848,Andrzej Polkowski,Harry Potter i więzień Azkabanu (2004),101297,23587,10242.0,5041,938.0,463.0,Harry Potter&fantasy&magia&przygoda,17823,14525,17127,12723,3503,1716,200,235,20,46,https://lubimyczytac.pl/ksiazka/5103140/harry-potter-i-wiezien-azkabanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,943,1
3,J.K. Rowling,https://lubimyczytac.pl/autor/3701/j-k-rowling," Czwarty tom bestsellerowego cyklu w poważnej, ""dorosłej"" okładce. W tym roku w Szkole Magii i Czarodziejstwa Hogwart rozegra się Turniej Trzech Czarodziejów, na który przybędą uczniowie z Bułgarii i Francjii. Zgodnie z prastarymi regułami w turnieju uczestniczyć ma trzech uczniów - reprezentantów każdej ze szkół, wybranych przez Czarę Ognia. Dziwnym zbiegiem okoliczności wybranych zostaje czterech. Co z tego wynika dla Harry'ego, jego przyjaciół i całego świata czarodziejów, dowiecie się z lektury 766 stron czwartego tomu H arry`ego Pottera . ",1892,64439,0,23,2,1360,Harry Potter and the Goblet of Fire,Media Rodzina,2024-01-31,2001-09-29,2000-01-01,764.0,12  godz. 44 min.,polski,9788382656855,,Harry Potter i Czara Ognia (2005),96528,22705,9109.0,5211,971.0,632.0,Harry Potter&fantasy&magia&przygoda,15417,13160,16410,13087,3888,1877,244,274,27,55,https://lubimyczytac.pl/ksiazka/5103135/harry-potter-i-czara-ognia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,550,1
4,Antoine de Saint-Exupéry,https://lubimyczytac.pl/autor/14276/antoine-de-saint-exupery," Ekskluzywne wydanie z barwionymi brzegami.Poetycka opowieść o miłości, przyjaźni i odpowiedzialności Antoine'a de Saint-Exupéry'ego została przetłumaczone na ponad 270 języków i należy do klasyki literatury światowej. Historia wrażliwego złotowłosego chłopca, wzbogacona pięknymi ilustracjami autora, od lat wzrusza dzieci i dorosłych na całym świecie. ",4264,63437,0,25,2,4572,Le Petit Prince,Wydawnictwo Olesiejuk,2025-01-15,1947-01-01,1943-01-01,144.0,2  godz. 24 min.,polski,9788368132281,,Mały Książę (1974)  Saint-Exupéry. Zanim powstał Mały Książę (2024),91987,16084,7102.0,3781,536.0,312.0,Mały Książę&klasyka literatury&przyjaźń,13382,13601,12276,12699,5411,3126,1040,1139,335,428,https://lubimyczytac.pl/ksiazka/5171240/maly-ksiaze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,354,0
5,J.K. Rowling,https://lubimyczytac.pl/autor/3701/j-k-rowling," Harry znów spędza nudne, przykre wakacje w domu Dursleyów. Czeka go piąty rok nauki w Hogwarcie i chciałby jak najszybciej spotkać się ze swoimi najlepszymi przyjaciółmi, Ronem i Hermioną. Ci jednak wyraźnie go zaniedbują. Gdy Harry ma już dość wszystkiego postanawia jakoś zmienić swoją nieznośną sytuację, sprawy przyjmują całkiem nieoczekiwany obrót.Wygląda na to, że nowy rok nauki w Hogwarcie będzie bardzo dramatyczny. Kolejny tom przygód Harry'ego Pottera zaskakuje niespodziewanymi zwrotami akcji, tajemnicza atmosferą i oczywiście magią. ",1702,60089,0,7,2,1361,Harry Potter and the Order of the Phoenix,Media Rodzina,2004-01-31,2004-01-31,2003-01-01,959.0,15  godz. 59 min.,polski,8372780978,Andrzej Polkowski,Harry Potter i Zakon Feniksa (2007),89948,22081,8870.0,5534,878.0,616.0,Harry Potter&magia&przygoda,14975,12729,14921,11580,3511,1768,212,300,25,68,https://lubimyczytac.pl/ksiazka/10829/harry-potter-i-zakon-feniksa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,548,1
6,J.K. Rowling,https://lubimyczytac.pl/autor/3701/j-k-rowling," Szósty tom bestsellerowego cyklu w poważnej, ""dorosłej"" okładce.Po nieudanej próbie przechwycenia przepowiedni Lord Voldemort jest gotów uczynić wszystko, by zawładnąć światem czarodziejów. Organizuje tajemny zamach na swego przeciwnika, a narzędziem w jego ręku staje się jeden z uczniów. Czy jego plan się powiedzie? Tom szósty przygód Harry'ego Pottera przynosi cenne informacje o matce Voldemorta, jego dzieciństwie oraz początkach kariery młodego Toma Riddle'a, które rzucą nowe światło na sylwetkę głównego antagonisty Pottera.Na czym polega sekret nadprzyrodzonej mocy Czarnego Pana? Kto będzie nowym nauczycielem obrony przed czarną magią? Jaki jest cel tajemniczych i niebezpiecznych wypraw Dumbledore'a? Kto będzie wybranką serca Harry'ego? I wreszcie, kto jest tytułowym Księciem Półkrwi i jaką misję ma on do spełnienia? ",1566,58535,0,23,2,1362,Harry Potter and the Half-Blood Prince,Media Rodzina,2024-01-31,2006-01-01,2003-01-01,700.0,11  godz. 40 min.,polski,9788382656879,Andrzej Polkowski,Harry Potter i Książę Półkrwi (2009),87651,21862,8903.0,6040,867.0,306.0,fantasy&magia&przygoda&Jonny Duddle,15148,13127,14503,10649,2971,1613,182,255,25,62,https://lubimyczytac.pl/ksiazka/5103138/harry-potter-i-ksiaze-polkrwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,834,1
7,J.K. Rowling,https://lubimyczytac.pl/autor/3701/j-k-rowling," Siódmy tom bestsellerowego cyklu w poważnej, ""dorosłej"" okładce. Po śmierci Dumbledore'a Zakon Feniksa wzmaga swoją działalność, próbując przeciwstawić się coraz potężniejszym siłom śmierciożerców. Harry wraz z przyjaciółmi opuszcza Hogwart, by odnaleźć sposób na pokonanie Voldemorta. Wyprawa ta pełna niepewności i zwątpienia najeżona jest niebezpieczeństwami, a co gorsza nikt nie wie, czy zakończy się sukcesem i czy wszyscy dotrwają do jej końca. Dlaczego Dumbledore nie pozostawił Harry`emu czytelnych wskazówek? Czy przeszłość nieżyjącego dyrektora kryje jakieś niezwykłe tajemnice? Jaką rolę odegra Snape przy boku Voldemorta? Czy Harry`emu uda się dotrzeć do najważniejszych miejsc i faktów dotyczących jego rodziny? Siódmy tom przygód Harry'ego Pottera jest już ostatnią częścią cyklu i - jak spodziewają się czytelnicy - przynosi odpowiedzi na wszystkie istotne dla potteromaniaków pytania. ",2104,58047,0,23,2,1363,Harry Potter and the Deathly Hallows,Media Rodzina,2024-01-31,2008-01-01,2007-01-01,780.0,13  godz. 0 min.,polski,9788382656886,Andrzej Polkowski,,86338,22681,9358.0,6649,832.0,337.0,Harry Potter&magia&przygoda,16625,13314,13271,9605,2961,1549,227,369,30,96,https://lubimyczytac.pl/ksiazka/5103142/harry-potter-i-insygnia-smierci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,903,1
8,J.R.R. Tolkien,https://lubimyczytac.pl/autor/3216/j-r-r-tolkien," Arcydzieło literatury fantasy. Baśniowy, przemyślany w najdrobniejszych szczegółach fantastyczny świat oraz barwne postaci i ich wspaniałe przygody. Bohaterem jest tytułowy hobbit, „istota większa od liliputa, mniejsza jednak od krasnala”, pełen życzliwości dla świata, dobroci, nieskory do męstwa, a przecież odważny, poczciwy, a przecież sprytny.Autor szuka w swej powieści odpowiedzi na podstawowe pytania o źródła dobra i zła. To także wstęp i zaproszenie do najgłośniejszego dzieła Tolkiena Władcy Pierścieni. Lektura szkolna. ",3072,57217,0,7,2,4572,,Wydawnictwo Iskry,2023-09-22,1960-01-01,1961-01-01,320.0,5  godz. 20 min.,polski,9788324411641,,Hobbit: Niezwykła podróż (2012)  Hobbit: Pustkowie Smauga (2013),79451,17684,5348.0,7988,544.0,983.0,fantazy&angielska fantazy&Śródziemie&III Era&Niziołki&Bilboo Baggins,7980,10556,14952,13983,5580,2397,705,688,160,216,https://lubimyczytac.pl/ksiazka/5121473/hobbit-czyli-tam-i-z-powrotem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,533,0
9,George Orwell,https://lubimyczytac.pl/autor/10474/george-orwell," Jedna z najsłynniejszych powieści XX wieku! Nowe tłumaczenie, obnażające współczesne formy zniewolenia.Okrutna i sugestywna wizja świata, w którym rządzi przemoc i strach, a władza panuje nie tylko nad losem człowieka, ale też nad jego myślami i uczuciami. Boleśnie aktualna opowieść o pragnieniu władzy i konsekwencjach jej nadużywania. Zarazem to przejmująca, głęboko ludzka opowieść o samotności, o tęsknocie do miłości, wolności, prawdy. Historia tragicznej pary kochanków, Winstona i Julii, czytana na całym świecie, często w podziemnych lub przemycanych wydaniach, była głosem ostrzeżenia przed zniewoleniem umysłu. Użyte w niej pojęcia – „nowomowa”, „Policja Myśli”, „dwójmyślenie” czy „Wielki Brat” – weszły do języka potocznego wielu narodów.Literackie mistrzostwo świata! Pozycja obowiązkowa! ",3483,53818,0,25,2,4572,,Bellona,2024-11-27,1953-01-01,1950-07-01,432.0,7  godz. 12 min.,polski,9788311174368,Jan Dzierzgowski,,69408,12366,4369.0,23291,438.0,1773.0,dystopia&totalitaryzm&kontrola umysłu&Wielki Brat&nowomowa&Policja Myśli&dwójmyślenie&George Orwell&klasyka literatury&przyszłość,11748,17138,13282,8171,2324,751,210,119,41,34,https://lubimyczytac.pl/ksiazka/5131218/1984,#0 Top 100 2 nagrody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,804,0
10,Michaił Bułhakow,https://lubimyczytac.pl/autor/22701/michail-bulhakow," ""Mistrz i Małgorzata” to fascynujący i ponadczasowy obraz walki dobra i zła. Woland, Behemot, Małgorzata są bohaterami wielobarwnymi, z którymi można się utożsamiać. Powieść bawi, wzrusza, zaskakuje i skłania do refleksji filozoficznych. Bułhakow doskonale splótł historię miłości pisarza, zwanego Mistrzem, i Małgorzaty Nikołajewny z ponurymi i zarazem groteskowymi realiami Rosji z lat trzydziestych XX wieku. Wątek z historią Poncjusza Piłata skazującego na śmierć wędrownego filozofa Jeszuę Ha-Nocri stanowi jednocześnie powieść w powieści. Konwencja, zawierająca elementy absurdu, fantastyczną sferę działań Wolanda była konieczna, aby książka przeszła przez cenzurę panującą w sowieckiej Rosji. Tylko tak Bułhakow mógł ukazać niedorzeczności kraju, w którym tworzył. ",3381,53339,0,18,2,4572,Мастер и Маргарита,Świat Książki,2024-11-13,1969-01-01,2006-02-28,454.0,7  godz. 34 min.,polski,9788382893939,,,71478,13792,7475.0,22370,786.0,1962.0,,14985,14790,10192,7863,2943,1383,490,459,101,133,https://lubimyczytac.pl/ksiazka/5166174/mistrz-i-malgorzata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,774,0
11,Andrzej Sapkowski,https://lubimyczytac.pl/autor/3291/andrzej-sapkowski," Później mówiono, że człowiek ów nadszedł od północy, od Bramy Powroźniczej. Nie był stary, ale włosy miał zupełnie białe. Kiedy ściągnął płaszcz, okazało się, że na pasie za plecami ma miecz.Białowłosego przywiodło do miasta królewskie orędzie: trzy tysiące orenów nagrody za odczarowanie nękającej mieszkańców Wyzimy strzygi.Takie czasy nastały. Dawniej po lasach jeno wilki wyły, teraz namnożyło się rozmaitego paskudztwa – gdzie spojrzysz, tam upiory, bazyliszki, diaboły, żywiołaki, wiły i utopce plugawe. A i niebacznie uwolniony z amfory dżinn, potrafiący zamienić życie spokojnego miasta w koszmar, się trafi.Tu nie wystarczą zwykłe czary ani osinowe kołki. Tu trzeba zawodowca.WIEDŹMINA.Mistrza magii i miecza. Tajemną sztuką wyuczonego, by strzec na świecie moralnej i biologicznej równowagi. ",2615,52338,2,7,2,4716,,superNOWA,2014-09-25,1993-01-01,2003-01-01,332.0,5  godz. 32 min.,polski,9788375780635,,Wiedźmin (2019),71271,13193,5440.0,9007,750.0,1136.0,wiedźmin&Geralt&magia&potwory,10583,14389,15291,8709,2417,648,149,112,16,24,https://lubimyczytac.pl/ksiazka/240310/ostatnie-zyczenie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,803,1
12,Carlos Ruiz Zafón,https://lubimyczytac.pl/autor/24023/carlos-ruiz-zafon," W letni świt 1945 roku dziesięcioletni Daniel Sempere zostaje zaprowadzony przez ojca, księgarza i antykwariusza, do niezwykłego miejsca w sercu starej Barcelony, które wtajemniczonym znane jest jako Cmentarz Zapomnianych Książek. Zgodnie ze zwyczajem Daniel ma wybrać, kierując się właściwie jedynie intuicją, książkę swego życia. Spośród setek tysięcy tomów wybiera nieznaną sobie powieść ""Cień wiatru"" niejakiego Juliana Caraxa. Zauroczony powieścią i zafascynowany jej autorem Daniel usiłuje odnaleźć inne jego książki i odkryć tajemnicę pisarza, nie podejrzewając nawet, iż zaczyna się największa i najbardziej niebezpieczna przygoda jego życia, która da również początek niezwykłym opowieściom, wielkim namiętnościom, przeklętym i tragicznym miłościom rozgrywającym się w cudownej scenerii Barcelony gotyckiej i renesansowej, secesyjnej i powojennej. ",4617,48369,2,25,2,544,La sombra del viento,Muza,2023-03-29,2005-02-01,2004-01-01,520.0,8  godz. 40 min.,polski,9788328720848,"Beata Fabjańska-Potapczuk, Carlos Marrodán Casas",,62317,15683,6711.0,24838,479.0,1714.0,Beata Fabjańska-Potapczuk&Carlos Marrodan-Casas&Barcelona&Daniel Sempere&antykwariusz&literatura hiszpańska,9355,11446,12286,9063,3390,1606,467,516,119,121,https://lubimyczytac.pl/ksiazka/4802748/cien-wiatru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,858,0
13,Stephenie Meyer,https://lubimyczytac.pl/autor/14755/stephenie-meyer," Porywająca opowieść o miłości, łącząca cechy horroru, romansu i powieści o dojrzewaniu. Jej bohaterka, siedemnastoletnia Isabella Swan, przeprowadza się do ponurego miasteczka w deszczowym stanie Washington, gdzie spotyka tajemniczego, niezwykle przystojnego Edwarda Cullena. Chłopak ma nadludzkie zdolności - nie można mu się oprzeć, ale i nie można go przejrzeć. Bella usiłuje poznać jego mroczne sekrety, nie zdaje sobie jednak sprawy, że naraża tym siebie i swoich najbliższych na niebezpieczeństwo. Już niedługo może nie być odwrotu...Saga ""Zmierzch"" jest światowym fenomenem. Książki z tego cyklu zostały sprzedane w milionach egzemplarzy! Powieść została sfilmowana, na ekranach kin trafiły także ekranizacje kolejnych części sagi. ",3870,44118,0,43,2,4997,Twilight,Time4ya,2023-11-22,2005-01-01,2005-01-01,416.0,6  godz. 56 min.,polski,,Joanna Urban,,64212,15274,3007.0,3126,292.0,380.0,,4090,3767,4565,8797,8253,5943,2762,2886,1191,1864,https://lubimyczytac.pl/ksiazka/5090872/zmierzch-wydanie-specjalne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,740,0
14,Suzanne Collins,https://lubimyczytac.pl/autor/6087/suzanne-collins," ""Igrzyska śmierci"" to kultowa, jedna z najważniejszych powieści młodzieżowych naszego wieku. Opowieść o wojnie i miłości, dorastaniu i odpowiedzialności, miłości i buncie od lat porusza i prowokuje do przemyśleń.Niniejsze ekskluzywne wydanie wzbogacił niezwykłymi ilustracjami światowej sławy artysta Nico Delort.""Igrzyska śmierci"", pierwszy tom bestsellerowej trylogii Suzanne Collins, trafia do kin! To opowieść o świecie Panem rządzonym przez okrutne władze, w którym co roku dwójka nastolatków z każdego z dwunastu dystryktów wyrusza na Głodowe Igrzyska, by stoczyć walkę na śmierć i życie.Bohaterką, a jednocześnie narratorką książki jest szesnastoletnia Katniss Everdeen, która mieszka z matką i młodszą siostrą w jednym z najbiedniejszych dystryktów nowego państwa. Katniss po śmierci ojca jest głową rodziny – musi troszczyć się, by zapewnić byt młodszej siostrze i chorej matce, a już to zasługuje na miano prawdziwej walki o przetrwanie... ",4068,44151,0,23,2,1513,The Hunger Games,Must Read,2024-10-01,2009-01-01,2008-01-01,368.0,6  godz. 8 min.,polski,9788382658828,"Małgorzata Hesko-Kołodzińska, Piotr Budkiewicz",Igrzyska śmierci (2012),60810,14875,8183.0,10846,740.0,576.0,ameryka&panem&przyszłość&igrzyska&śmierci&głodowe,9793,9331,11897,8319,3306,910,325,172,44,55,https://lubimyczytac.pl/ksiazka/5133188/igrzyska-smierci-wydanie-ilustrowane,,Nico Delort,https://lubimyczytac.pl/autor/272002/nico-delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,951,0
15,Andrzej Sapkowski,https://lubimyczytac.pl/autor/3291/andrzej-sapkowski," Andrzej Sapkowski, arcymistrz światowej fantasy, zaprasza do swojego Neverlandu i przedstawia uwielbianą przez czytelników i wychwalaną przez krytykę wiedźmińską sagę!""Tako rzecze Ithlinne, elfia wieszczka i uzdrowicielka:Drżyjcie, albowiem nadchodzi Niszczyciel Narodów.Stratują waszą ziemię i sznurem ją podzielą.Miasta wasze zostaną zburzone i pozbawione mieszkańców.Nietoperz i kruk w domach waszych zamieszkają,drzewo straci liść, zgnije owoc i zgorzknieje ziarno.Zaprawdę powiadam wam, oto nadchodzi czas miecza i topora,wiek wilczej zamieci.Miasto płonie, wąskie uliczki zieją ogniem i żarem.Narasta wrzask, odgłosy zajadłej walki, murem wstrząsają głuche uderzenia taranu.Krzyk, strach.Obezwładniający, paraliżujący, duszący strach"". ",1570,44446,0,7,2,4719,,superNOWA,2014-10-28,1994-01-01,2008-01-01,340.0,5  godz. 40 min.,polski,9788375780659,,,61680,11080,4405.0,7401,670.0,728.0,Wiedźmin&Geralt&elfy&magia&potwory&literatura polska,7709,11519,13666,8478,2126,648,158,101,17,24,https://lubimyczytac.pl/ksiazka/240512/krew-elfow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,743,1
16,Stieg Larsson,https://lubimyczytac.pl/autor/19023/stieg-larsson," Pewnego wrześniowego dnia w 1966 roku szesnastoletnia Harriet Vanger znika bez śladu. Prawie czterdzieści lat później Mikael Blomkvist - dziennikarz i wydawca magazynu ""Millennium"" otrzymuje nietypowe zlecenie od Henrika Vangera - magnata przemysłowego, stojącego na czele wielkiego koncernu. Ten prosi znajdującego się na zakręcie życiowym dziennikarza o napisanie kroniki rodzinnej Vangerów. Okazuje się, że spisywanie dziejów to tylko pretekst do próby rozwiązania skomplikowanej zagadki. Mikael Blomkvist, skazany za zniesławienie, rezygnuje z obowiązków zawodowych i podejmuje się niezwykłego zlecenia. Po pewnym czasie dołącza do niego Lisbeth Salander - młoda, intrygująca outsiderka i genialna researcherka. Wspólnie szybko wpadają na trop mrocznej i krwawej historii rodzinnej. ",3585,44548,0,20,2,2590,Män som hatar kvinnor,Czarna Owca,2008-11-04,2008-11-04,2004-01-01,640.0,10  godz. 40 min.,polski,9788375540598,Beata Walczak-Larsson,Dziewczyna z tatuażem (2012),57677,12579,4502.0,16305,463.0,944.0,literatura szwedzka&sensacja&kryminał,7935,11486,13668,7786,2229,895,235,200,62,52,https://lubimyczytac.pl/ksiazka/27644/mezczyzni-ktorzy-nienawidza-kobiet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,788,0
17,Dan Brown,https://lubimyczytac.pl/autor/19390/dan-brown," Jedna z najpopularniejszych powieści na świecie. Przetłumaczona na 56 języków, łączny nakład książki przekroczył 80 milionów egzemplarzy!Kod Leonarda Da Vinci umacnia pozycję Browna jako jednego z najbardziej utalentowanych pisarzy thrillerów na świecie. Fascynująca mieszanka historii i suspensu. „Library Journal“Lektura obowiązkowa. Kod Leonarda da Vinci to fascynujący i wciągający thriller – idealny dla miłośników historii, maniaków teorii spiskowych, miłośników puzzli i każdego, kto docenia świetną, porywającą historię. Uwielbiałem tę książkę. HARLAN COBENOfiarą popełnionego w Luwrze morderstwa pada kustosz muzeum Jacques Sauniere. Wezwany przez policję francuską Langdon odkrywa na miejscu zbrodni szereg zakonspirowanych śladów, które mogą pomóc w ustaleniu zabójcy, ale też stanowią klucz do jeszcze większej zagadki - niezwykłej tajemnicy sięgającej korzeniami początków chrześcijaństwa.Langdon podejrzewa, że zamordowany był członkiem Zakonu Syjonu, powstałego w 1099 roku tajnego stowarzyszenia strzegącego miejsca ukrycia bezcennej, zaginionej przed wiekami relikwii Kościoła - Świętego Graala. Do organizacji należeli m.in. Leonardo Da Vinci i Isaac Newton. Kustosz poświęcił życie, by strzeżony przez zakon sekret nie dostał się w niepowołane ręce. Teraz pozostały jedynie 24 godziny na rozwikłanie precyzyjnie skonstruowanej łamigłówki pozostawionej przez Sauniere’a - inaczej tajemnicę na zawsze skryją mroki historii. Kluczowe elementy zagadki kryją się w najsłynniejszych obrazach mistrza Renesansu – „Mona Lizie“ i „Ostatniej wieczerzy“.Czy ścigany przez policje i bezlitosnego zabójcę Langdon zdoła ujść pogoni i dotrzeć do szokującej prawdy? Jego jedynym sprzymierzeńcem jest piękna Sophie Neveu, agentka policji, specjalistka od tajnych kodów i szyfrów, wnuczka Sauniere’a... ",2022,42156,0,20,2,3583,The da Vinci Code,Sonia Draga,2024-01-03,2003-01-01,2003-03-01,592.0,9  godz. 52 min.,polski,9788382306361,Krzysztof Mazurek,Kod da Vinci (2006),59119,9793,1908.0,8066,276.0,392.0,literatura współczesna&literatura amerykańska&XXI wiek&muzeum&morderstwo&symbol&tajemnica,3126,5302,9112,12856,6064,3278,837,1075,200,306,https://lubimyczytac.pl/ksiazka/5090419/kod-leonarda-da-vinci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1805,0
18,Éric-Emmanuel Schmitt,https://lubimyczytac.pl/autor/15987/eric-emmanuel-schmitt," CODZIENNIE PATRZ NA ŚWIAT, JAKBYŚ OGLĄDAŁ GO PO RAZ PIERWSZY.Czy w ciągu dwunastu dni można poznać smak życia i odkryć jego najgłębszy sens? Dziesięcioletni Oskar leży w szpitalu i nie wierzy już w żadne bajki. Na jego drodze staje tajemnicza pani Róża, która ma za sobą karierę zapaśniczki i potrafi znaleźć wyjście z każdej sytuacji…Oskar i pani Róża to najsłynniejsza powieść Érica-Emmanuela Schmitta, znakomitego francuskiego pisarza i filozofa, którego książki przetłumaczono na 35 języków. Czytelnicy na całym świecie pokochali go za niezrównaną wrażliwość i mądrość, z jaką opisuje nawet najbardziej skomplikowane emocje.Dzięki małemu Oskarowi ponad pół miliona Polaków przekonało się, że warto cieszyć się każdą chwilą życia. ",3477,40765,0,25,2,4572,Oscar et la dame Rose,Znak Literanova,2021-01-20,2004-02-11,2002-01-01,96.0,1  godz. 36 min.,polski,9788324074280,Barbara Grzegorzewska,,56343,6964,4604.0,10053,671.0,206.0,literatura francuska&śmierć&hospicjum&chłopiec,8346,9868,9534,8019,2747,1329,375,351,94,102,https://lubimyczytac.pl/ksiazka/4953463/oskar-i-pani-roza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,735,1
